80080060,bootproc
80089D68,__osPackRequestData
80089E40,osCreateThread
80089F90,osContStartReadData
8008A014,osContGetReadData
8008A0A0,__osPackReadData
8008A170,osVoiceGetReadData
8008A540,osVirtualToPhysical
8008A5C0,__osGetSR
8008A5D0,__osSetSR
8008A5E0,osWritebackDCache
8008A660,__createSpeedParam
8008A6FC,osInitialize
8008A9A8,__osInitialize_autodetect
8008AA10,osViGetNextFramebuffer
8008AA50,guPerspectiveF
8008AC80,guPerspective
8008ACE0,__osSpRawStartDma
8008AD70,__osSiRawStartDma
8008AE20,osEPiLinkHandle
8008AE70,osViBlack
8008AEE0,__osSiRawReadIo
8008AF30,osGetThreadId
8008AF50,osSpTaskYield
8008AF70,__osPfsGetNextPage
8008B044,osPfsReadWriteFile
8008B3C0,__osPfsGetStatus
8008B490,__osPfsRequestOneChannel
8008B554,__osPfsGetOneChannelData
8008B600,guMtxIdentF
8008B650,osViSetMode
8008B6B0,__osGetConfig
8008B6C0,__osSetConfig
8008B6D0,guLookAtF
8008B974,guLookAt
8008B9F0,osPfsAllocateFile
8008BD24,__osPfsDeclearPage
8008BE70,osStopTimer
8008BF60,__osProbeTLB
8008C020,osCreatePiManager
8008C190,__osPiCreateAccessQueue
8008C1E0,__osPiGetAccess
8008C224,__osPiRelAccess
8008C260,__osDevMgrMain
8008C670,__osPiRawStartDma
8008C740,__osSumcalc
8008C7B4,__osIdCheckSum
8008C8B0,__osRepairPackId
8008CC00,__osCheckPackId
8008CD64,__osGetId
8008CF10,__osCheckId
8008CFE4,__osPfsRWInode
8008D2C0,osGetCount
8008D2E0,guMtxL2F
8008D350,osGetMemSize
8008D470,osPfsFindFile
8008D640,osSetEventMesg
8008D700,sqrtf
8008D710,osAfterPreNMI
8008D730,osContStartQuery
8008D7AC,osContGetQuery
8008D7D0,guLookAtHiliteF
8008DF90,guLookAtHilite
8008E050,_Printf
8008E698,_Putfld
8008ED30,osVoiceClearDictionary
8008EDE0,osUnmapTLBAll
8008EE30,osEPiStartDma
8008EED0,__osVoiceContRead2
8008F100,__osVoiceContDataCrc
8008F1A0,strchr
8008F1E0,strlen
8008F208,memcpy
8008F240,osCreateMesgQueue
8008F270,osInvalICache
8008F2F0,osInvalDCache
8008F3A0,__osTimerServicesInit
8008F42C,__osTimerInterrupt
8008F5A4,__osSetTimerIntr
8008F644,__osInsertTimer
8008F7D0,__osVoiceContRead36
8008FA00,__osSpDeviceBusy
8008FA30,__osSiDeviceBusy
8008FA60,guMtxIdent
8008FAB0,osJamMesg
8008FC00,osSetThreadPri
8008FCE0,osGetThreadPri
8008FD00,__osEPiRawReadIo
8008FE60,osViSwapBuffer
8008FEB0,guPositionF
80090058,guPosition
800900C0,__osEPiRawStartDma
800902A0,osSpTaskYielded
80090300,bcmp
80090420,osGetTime
800904B0,guRotateF
80090634,guRotate
80090680,__osSetGlobalIntMask
800906D0,osVoiceInit
80090810,__osContChannelReset
80090900,__osVoiceSetADConverter
80090AF0,osAiSetFrequency
80090C40,__osContRamRead
80090E70,__osVoiceContWrite20
800910A0,__osContAddressCrc
80091170,__osContDataCrc
80091210,__osGetActiveQueue
80091220,guNormalize
80091280,__osSetCompare
80091290,__osGetCompare
800912A0,osDpGetStatus
800912B0,osDpSetStatus
800912C0,bcopy
800915D0,__osResetGlobalIntMask
80091630,osPfsDeleteFile
80091808,__osPfsReleasePages
800918A0,guOrthoF
800919F4,guOrtho
80091A60,__osDisableInt
80091AD0,__osRestoreInt
80091AF0,__osViInit
80091C10,__osViSwapContext
80091F10,osPiGetCmdQueue
80091F40,__cosf
800920B0,osEPiReadIo
80092100,osViSetSpecialFeatures
80092260,coss
80092290,osSetTime
800922C0,osVoiceStopReadData
800923E0,osViSetEvent
80092440,osPfsIsPlug
800925CC,__osPfsRequestData
80092680,__osPfsGetInitData
80092730,__osVoiceGetStatus
80092920,osCartRomInit
80092A80,guS2DInitBg
80092C00,__osPfsSelectBank
80092C80,osContSetCh
80092CE0,__osSetFpcCsr
80092CF0,__osGetFpcCsr
80092D00,osPfsFileState
80092EE0,osPfsInitPak
800930E8,__osPfsCheckRamArea
800931F0,osPfsChecker
80093728,corrupted_init
80093A00,corrupted
80093BA0,osAiGetLength
80093BB0,osEPiWriteIo
80093C00,osMapTLBRdb
80093C60,osYieldThread
80093CC0,guTranslate
80093D90,__osGetCause
80093DA0,__osContRamWrite
80093FF0,__osEPiRawWriteIo
80094150,osSetTimer
800942E0,_Ldtob
80094770,_Ldunscale
80094828,_Genld
80094DF0,ldiv
80094E74,lldiv
80094F80,_Litob
80095220,__osSiRawWriteIo
80095270,__osSpGetStatus
80095280,__osSpSetStatus
800952A0,osCreateViManager
80095420,viMgrMain
800955B0,__osViGetCurrentContext
800955C0,osWritebackDCacheAll
800955F0,__osGetCurrFaultedThread
80095600,osVoiceMaskDictionary
80095740,guMtxF2L
800957B0,osStartThread
80095900,osViSetYScale
80095950,osViSetXScale
80095A60,__d_to_ll
80095A7C,__f_to_ll
80095A98,__d_to_ull
80095B38,__f_to_ull
80095BD4,__ll_to_d
80095BEC,__ll_to_f
80095C04,__ull_to_d
80095C38,__ull_to_f
80095C70,osVoiceCheckWord
80096360,osVoiceControlGain
80096410,osVoiceStartReadData
800964D0,osViGetCurrentFramebuffer
80096510,__osSpSetPc
80096540,__osVoiceContWrite4
80096770,__osGetHWIntrRoutine
800967A0,__osSetHWIntrRoutine
80096810,__osGetWatchLo
80096820,__osSetWatchLo
80096830,fmodf
80096880,__osMemset
800968B0,__osStrcmp
800968F0,__osStrcpy
80096930,__osMemcpy
800A5AC0,EnAObj_Init
800A5B6C,EnAObj_Destroy
800A5B98,EnAObj_Update1
800A5C28,EnAObj_Update2
800A5C60,EnAObj_Update
800A5CB8,EnAObj_Draw
800A5D00,EnItem00_SetObject
800A5D70,EnItem00_Init
800A637C,EnItem00_Destroy
800A63A8,EnItem00_WaitForHeartObject
800A640C,func_800A640C
800A6650,func_800A6650
800A6780,func_800A6780
800A6A40,func_800A6A40
800A6B98,EnItem00_Update
800A7128,EnItem00_Draw
800A72AC,EnItem00_DrawRupee
800A73A0,EnItem00_DrawSprite
800A74D8,EnItem00_DrawHeartContainer
800A75B8,EnItem00_DrawHeartPiece
800A7650,func_800A7650
800A7730,Item_DropCollectible
800A7AD4,Item_DropCollectible2
800A7D28,Item_DropCollectibleRandom
800A8150,func_800A8150
800A817C,func_800A817C
800A81A4,func_800A81A4
800A81F0,EffectBlure_AddVertex
800A8514,EffectBlure_AddSpace
800A8558,EffectBlure_InitElements
800A8610,EffectBlure_Init1
800A8720,EffectBlure_Init2
800A8854,EffectBlure_Destroy
800A8860,EffectBlure_Update
800A8C78,EffectBlure_UpdateFlags
800A8DE8,EffectBlure_GetComputedValues
800A92FC,EffectBlure_SetupSmooth
800A9330,EffectBlure_DrawElemNoInterpolation
800A9804,EffectBlure_DrawElemHermiteInterpolation
800AA190,EffectBlure_DrawSmooth
800AA460,EffectBlure_SetupSimple
800AA498,EffectBlure_SetupSimpleAlt
800AA700,EffectBlure_DrawSimpleVertices
800AABE0,EffectBlure_DrawSimple
800AB0EC,EffectBlure_Draw
800AB5D0,EffectShieldParticle_Init
800AB808,EffectShieldParticle_Destroy
800AB894,EffectShieldParticle_Update
800AB9F8,EffectShieldParticle_GetColors
800AC718,EffectShieldParticle_Draw
800ACBF0,EffectSpark_Init
800ACFCC,EffectSpark_Destroy
800ACFD8,EffectSpark_Update
800AD09C,EffectSpark_Draw
800AE2A0,func_800AE2A0
800AE434,func_800AE434
800AE5A0,func_800AE5A0
800AE5E4,func_800AE5E4
800AE778,func_800AE778
800AE8EC,func_800AE8EC
800AE930,func_800AE930
800AEF44,func_800AEF44
800AEF70,EffectTireMark_InitElement
800AEFA0,EffectTireMark_Init
800AF044,EffectTireMark_Destroy
800AF050,EffectTireMark_Update
800AF284,EffectTireMark_SetVertices
800AF310,EffectTireMark_Draw
800AF710,Effect_GetGlobalCtx
800AF720,Effect_GetByIndex
800AF87C,Effect_InitStatus
800AF890,Effect_Init
800AF960,Effect_Add
800AFB24,Effect_DrawAll
800AFC60,Effect_UpdateAll
800AFDCC,Effect_Destroy
800AFF24,Effect_DestroyAll
800B0050,EffectSS_Init
800B0140,EffectSS_Clear
800B0200,EffectSS_GetTable
800B0210,EffectSS_Delete
800B0270,EffectSS_ResetEntry
800B0304,EffectSS_FindFreeSpace
800B043C,EffectSS_Copy
800B04D4,EffectSs_Spawn
800B067C,EffectSS_UpdateParticle
800B071C,EffectSS_UpdateAllParticles
800B07D8,EffectSS_DrawParticle
800B081C,EffectSS_DrawAllParticles
800B096C,func_800B096C
800B09D0,func_800B09D0
800B0A24,func_800B0A24
800B0B10,EffectSs_DrawGEffect
800B0D2C,EffectSsDust_Spawn
800B0DE0,func_800B0DE0
800B0E48,func_800B0E48
800B0EB0,func_800B0EB0
800B0F18,func_800B0F18
800B0F80,func_800B0F80
800B0FE8,func_800B0FE8
800B1054,func_800B1054
800B10C0,func_800B10C0
800B1130,func_800B1130
800B11A0,func_800B11A0
800B1210,func_800B1210
800B1280,func_800B1280
800B12F0,func_800B12F0
800B1360,func_800B1360
800B139C,func_800B139C
800B13D8,func_800B13D8
800B14D4,func_800B14D4
800B1598,func_800B1598
800B165C,EffectSsKiraKira_SpawnSmallYellow
800B16B8,EffectSsKiraKira_SpawnSmall
800B16F4,EffectSsKiraKira_SpawnDispersed
800B1830,EffectSsKiraKira_SpawnFocused
800B1908,EffectSsBomb2_SpawnFade
800B1970,EffectSsBomb2_SpawnLayered
800B19E0,EffectSsBlast_Spawn
800B1A70,EffectSsBlast_SpawnWhiteCustomScale
800B1AC4,EffectSsBlast_SpawnShockwave
800B1B10,EffectSsBlast_SpawnWhiteShockwave
800B1B4C,EffectSsGSpk_SpawnAccel
800B1BDC,EffectSsGSpk_SpawnNoAccel
800B1C70,EffectSsGSpk_SpawnFuse
800B1CC4,EffectSsGSpk_SpawnRandColor
800B1DC8,EffectSsGSpk_SpawnSmall
800B1E0C,EffectSsDFire_Spawn
800B1E94,EffectSsBubble_Spawn
800B1EF4,EffectSsGRipple_Spawn
800B1F4C,EffectSsGSplash_Spawn
800B1FE0,EffectSsGFire_Spawn
800B2018,EffectSsLightning_Spawn
800B2090,EffectSsDtBubble_SpawnColorProfile
800B210C,EffectSsDtBubble_SpawnCustomColor
800B219C,EffectSsHahen_Spawn
800B221C,EffectSsHahen_SpawnBurst
800B2364,func_800B2364
800B23D8,EffectSsStick_Spawn
800B242C,EffectSsSibuki_Spawn
800B249C,EffectSsSibuki_SpawnBurst
800B25D8,EffectSsStone1_Spawn
800B262C,EffectSsHitMark_Spawn
800B2684,EffectSsHitMark_SpawnFixedScale
800B26A8,EffectSsHitMark_SpawnCustomScale
800B26D4,EffectSsFhgFlash_SpawnShock
800B2738,EffectSsKFire_Spawn
800B27A0,EffectSsSolderSrchBall_Spawn
800B2810,EffectSsKakera_Spawn
800B28C8,EffectSsIcePiece_Spawn
800B2930,EffectSsIcePiece_SpawnBurst
800B2AC4,EffectSsEnIce_SpawnFlyingVec3f
800B2B44,func_800B2B44
800B2B7C,func_800B2B7C
800B2BC0,EffectSsEnIce_Spawn
800B2C48,EffectSsFireTail_Spawn
800B2CE0,EffectSsFireTail_SpawnFlame
800B2DA4,EffectSsFireTail_SpawnFlameOnPlayer
800B2DF4,EffectSsEnFire_SpawnVec3f
800B2E6C,EffectSsEnFire_SpawnVec3s
800B2F18,EffectSsExtra_Spawn
800B2F80,EffectSsDeadDb_Spawn
800B3030,func_800B3030
800B3088,EffectSsDeadDd_Spawn
800B3144,EffectSsDeadDs_Spawn
800B31BC,func_800B31BC
800B320C,EffectSsIceSmoke_Spawn
800B326C,EffectSsIceBlock_Spawn
800B32D0,FlagSet_Update
800B3644,FlagSet_Draw
800B3880,Overlay_LoadGameState
800B39A4,Overlay_FreeGameState
800B3AD0,Actor_PrintLists
800B3BA4,ActorShape_Init
800B3BC8,ActorShadow_Draw
800B3FC0,ActorShadow_DrawCircle
800B4024,ActorShadow_DrawSquare
800B4088,ActorShadow_DrawWhiteCircle
800B40B8,ActorShadow_DrawHorse
800B40E0,ActorShadow_DrawFoot
800B42F8,ActorShadow_DrawFeet
800B4A98,Actor_SetFeetPos
800B4AEC,func_800B4AEC
800B4B50,func_800B4B50
800B4EDC,Actor_GetProjectedPos
800B4F40,Target_SetPos
800B4F78,func_800B4F78
800B5040,Target_SetColors
800B51A4,Actor_TargetContextInit
800B5208,Actor_DrawZTarget
800B5814,func_800B5814
800B5BB0,Flags_GetSwitch
800B5BF4,Flags_SetSwitch
800B5C34,Flags_UnsetSwitch
800B5C78,Flags_GetTreasure
800B5C90,Flags_SetTreasure
800B5CAC,Flags_SetAllTreasure
800B5CB8,Flags_GetAllTreasure
800B5CC4,Flags_GetClear
800B5CDC,Flags_SetClear
800B5CF8,Flags_UnsetClear
800B5D18,Flags_GetClearTemp
800B5D30,Flags_SetClearTemp
800B5D4C,Flags_UnsetClearTemp
800B5D6C,Flags_GetCollectible
800B5DB0,Flags_SetCollectible
800B5DF0,TitleCard_ContextInit
800B5E0C,TitleCard_InitBossName
800B5E50,TitleCard_InitPlaceName
800B5E68,TitleCard_Update
800B5F24,TitleCard_Draw
800B6434,func_800B6434
800B6468,Actor_InitPlayerImpact
800B6474,func_800B6474
800B648C,func_800B648C
800B64FC,func_800B64FC
800B6584,func_800B6584
800B6608,func_800B6608
800B6680,func_800B6680
800B670C,Actor_Kill
800B672C,Actor_SetWorldToHome
800B675C,Actor_SetFocus
800B67A0,Actor_SetWorldRotToShape
800B67C0,Actor_SetShapeRotToWorld
800B67E0,Actor_SetScale
800B67FC,Actor_SetObjectDependency
800B6834,Actor_Init
800B6948,Actor_Destroy
800B6988,Actor_SetMovementScale
800B69AC,Actor_UpdatePos
800B6A10,Actor_UpdateVelocityWithGravity
800B6A88,Actor_MoveWithGravity
800B6AB4,Actor_UpdateVelocityWithoutGravity
800B6B24,Actor_MoveWithoutGravity
800B6B50,Actor_UpdateVelocityWithoutGravityReverse
800B6BD8,Actor_MoveWithoutGravityReverse
800B6C04,Actor_SetSpeeds
800B6C58,Actor_UpdatePosFromSkelAnime
800B6CD4,Actor_YawBetweenActors
800B6D00,Actor_YawBetweenActorsTop
800B6D2C,Actor_YawToPoint
800B6D50,Actor_PitchBetweenActors
800B6D7C,Actor_PitchBetweenActorsTop
800B6DA8,Actor_PitchToPoint
800B6DCC,Actor_DistanceBetweenActors
800B6DF8,Actor_DistanceToPoint
800B6E1C,Actor_XZDistanceBetweenActors
800B6E48,Actor_XZDistanceToPoint
800B6E6C,Actor_OffsetOfPointInActorCoords
800B6F0C,Actor_HeightDiff
800B6F20,func_800B6F20
800B6FC8,Player_GetHeight
800B7090,Player_GetRunSpeedLimit
800B7118,func_800B7118
800B7128,func_800B7128
800B715C,func_800B715C
800B7170,Actor_SetCameraHorseSetting
800B71DC,Actor_MountHorse
800B7200,func_800B7200
800B722C,Actor_SpawnHorse
800B724C,func_800B724C
800B7298,func_800B7298
800B72E0,func_800B72E0
800B72F8,func_800B72F8
800B7320,Player_IsFacingActor
800B7378,Actor_ActorBIsFacingActorA
800B73E0,Actor_IsFacingPlayer
800B742C,Actor_ActorAIsFacingActorB
800B748C,Actor_IsFacingAndNearPlayer
800B750C,Actor_ActorAIsFacingAndNearActorB
800B75A0,func_800B75A0
800B761C,func_800B761C
800B7678,func_800B7678
800B78B8,Actor_UpdateBgCheckInfo
800B7E04,Hilite_Draw
800B7FE0,Hilite_DrawOpa
800B8018,Hilite_DrawXlu
800B8050,func_800B8050
800B8118,func_800B8118
800B81E0,Actor_GetFocus
800B8214,Actor_GetWorld
800B8248,Actor_GetWorldPosShapeRot
800B82EC,func_800B82EC
800B83BC,func_800B83BC
800B83F8,func_800B83F8
800B84D0,Actor_ProcessTalkRequest
800B8500,func_800B8500
800B85E0,func_800B85E0
800B8614,func_800B8614
800B863C,func_800B863C
800B867C,Actor_TextboxIsClosing
800B86C8,Actor_ChangeFocus
800B8708,Player_GetExchangeItemId
800B8718,func_800B8718
800B874C,func_800B874C
800B8804,func_800B8804
800B882C,func_800B882C
800B886C,func_800B886C
800B8898,Actor_GetScreenPos
800B8934,func_800B8934
800B89F8,Actor_HasParent
800B8A1C,Actor_PickUp
800B8B84,Actor_PickUpNearby
800B8BB0,Actor_LiftActor
800B8BD0,Actor_PickUpFar
800B8BFC,Actor_HasNoParent
800B8C20,func_800B8C20
800B8C50,func_800B8C50
800B8C78,Actor_HasRider
800B8C9C,Actor_SetRideActor
800B8CEC,Actor_HasNoRider
800B8D10,func_800B8D10
800B8D50,func_800B8D50
800B8D98,func_800B8D98
800B8DD4,func_800B8DD4
800B8E1C,func_800B8E1C
800B8E58,func_800B8E58
800B8EC8,Actor_PlaySfxAtPos
800B8EF4,func_800B8EF4
800B8F98,func_800B8F98
800B8FC0,func_800B8FC0
800B8FE8,func_800B8FE8
800B9010,func_800B9010
800B9038,func_800B9038
800B9084,func_800B9084
800B9098,func_800B9098
800B90AC,func_800B90AC
800B90F4,func_800B90F4
800B9120,Actor_InitHalfDaysBit
800B9170,Actor_InitContext
800B9334,Actor_SpawnSetupActors
800B948C,Actor_UpdateActor
800B9780,Actor_UpdateAll
800B9A04,Actor_Draw
800B9D1C,func_800B9D1C
800B9E3C,Actor_DrawAllSetup
800B9E4C,Actor_RecordUndrawnActor
800B9E84,func_800B9E84
800B9EF4,func_800B9EF4
800BA2D8,func_800BA2D8
800BA2FC,func_800BA2FC
800BA42C,Actor_DrawAll
800BA6FC,func_800BA6FC
800BA798,func_800BA798
800BA8B8,func_800BA8B8
800BA9B4,Actor_CleanupContext
800BAAB4,Actor_AddToCategory
800BAB24,Actor_RemoveFromCategory
800BABFC,Actor_FreeOverlay
800BAC60,Actor_Spawn
800BACD4,Actor_LoadOverlay
800BAE14,Actor_SpawnAsChildAndCutscene
800BB0C0,Actor_SpawnAsChild
800BB140,Actor_SpawnTransitionActors
800BB2D0,Actor_SpawnEntry
800BB498,Actor_Delete
800BB59C,func_800BB59C
800BB604,func_800BB604
800BB8EC,func_800BB8EC
800BBA88,Enemy_StartFinishingBlow
800BBAC0,func_800BBAC0
800BBB74,func_800BBB74
800BBC20,func_800BBC20
800BBCEC,Actor_SpawnBodyParts
800BBDAC,Actor_SpawnFloorDustRing
800BBFB0,func_800BBFB0
800BC154,func_800BC154
800BC188,func_800BC188
800BC1B4,func_800BC1B4
800BC270,func_800BC270
800BC444,func_800BC444
800BC4EC,Actor_TestFloorInDirection
800BC5B8,Actor_IsTargeted
800BC5EC,Actor_OtherIsTargeted
800BC620,func_800BC620
800BC770,func_800BC770
800BC7D8,func_800BC7D8
800BC848,func_800BC848
800BC8B8,Actor_DrawDoorLock
800BCB50,Actor_SpawnShieldParticlesMetal
