name,text size,data size,rodata size,ovl size,bss size
ovl_Bg_Keikoku_Spr,0x150,0x30,0x0,0x30,0x0
ovl_En_Wood02,0x10E0,0xB0,0x80,0x150,0x10
ovl_En_Death,0x4940,0x2A0,0xB0,0x4A0,0x0
ovl_En_Minideath,0x1E80,0xD0,0x10,0x240,0x10
ovl_En_Vm,0x1240,0x130,0x20,0x150,0x0
ovl_Demo_Effect,0xB50,0x60,0x50,0x110,0x0
ovl_Demo_Kankyo,0x1F70,0x30,0xB0,0x1E0,0x0
ovl_En_Floormas,0x3200,0xE0,0x90,0x430,0x0
ovl_En_Rd,0x32A0,0x90,0x90,0x370,0x0
ovl_Bg_F40_Flift,0x2C0,0x30,0x20,0x70,0x0
ovl_Obj_Mure,0xE90,0x80,0x20,0x140,0x0
ovl_En_Sw,0x3080,0x100,0xC0,0x300,0x0
ovl_Object_Kankyo,0x24A0,0x30,0xA0,0x1C0,0x10
ovl_En_Horse_Link_Child,0x18E0,0xC0,0x10,0x230,0x0
ovl_Door_Ana,0x5A0,0x70,0x10,0x70,0x0
ovl_En_Encount1,0x5A0,0x30,0x0,0x40,0x0
ovl_Demo_Tre_Lgt,0x650,0x50,0x0,0x80,0x0
ovl_En_Encount2,0x970,0x80,0x10,0x80,0x0
ovl_En_Fire_Rock,0x40,0x20,0x0,0x30,0x0
ovl_Bg_Ctower_Rot,0x4D0,0x30,0x10,0x80,0x0
ovl_Mir_Ray,0x15D0,0x200,0x30,0xF0,0x0
ovl_En_Sb,0xF00,0xB0,0x20,0x100,0x0
ovl_En_Bigslime,0x8670,0x2E90,0x1B0,0xB80,0x0
ovl_En_Karebaba,0x1B80,0xC0,0x40,0x230,0x0
ovl_En_In,0x3990,0x290,0x240,0x5A0,0x0
ovl_En_Bom_Chu,0x1410,0xA0,0x20,0x120,0x0
ovl_En_Horse_Game_Check,0x1060,0x190,0x40,0x130,0x0
ovl_En_Rr,0x2330,0xE0,0xA0,0x2A0,0x0
ovl_En_Fr,0x120,0x20,0x0,0x30,0x0
ovl_Obj_Oshihiki,0x15A0,0x120,0x50,0x1A0,0x0
ovl_Eff_Dust,0x1250,0x30,0x50,0x120,0x0
ovl_Bg_Umajump,0x8C0,0x30,0x0,0x80,0x0
ovl_En_Insect,0x14C0,0x80,0x90,0x230,0x0
ovl_En_Butte,0x1230,0x130,0x50,0x1E0,0x0
ovl_En_Fish,0x2430,0xA0,0xC0,0x330,0x0
ovl_Item_Etcetera,0x320,0x80,0x20,0x90,0x0
ovl_Arrow_Fire,0xAB0,0x1500,0x20,0x110,0x10
ovl_Arrow_Ice,0x980,0x1450,0x30,0xC0,0x10
ovl_Arrow_Light,0x960,0x1450,0x30,0xC0,0x10
ovl_Obj_Kibako,0x11D0,0x80,0x30,0x190,0x0
ovl_Obj_Tsubo,0x1F40,0xF0,0x70,0x2B0,0x0
ovl_En_Ik,0x2690,0x270,0x50,0x2D0,0x0
ovl_Demo_Shd,0x40,0x20,0x0,0x30,0x0
ovl_En_Dns,0x16F0,0x180,0x10,0x150,0x0
ovl_Elf_Msg,0x4C0,0x30,0x20,0x70,0x0
ovl_En_Honotrap,0x1EE0,0x120,0x70,0x260,0x0
ovl_En_Tubo_Trap,0xC30,0x70,0x20,0xC0,0x0
ovl_Obj_Ice_Poly,0xDA0,0xA0,0x20,0xD0,0x0
ovl_En_Fz,0x2240,0x100,0x30,0x1E0,0x0
ovl_En_Kusa,0x1CC0,0xD0,0x50,0x310,0x220
ovl_Obj_Bean,0x2290,0xC0,0x70,0x300,0x0
ovl_Obj_Bombiwa,0x1570,0xD0,0x60,0x180,0x0
ovl_Obj_Switch,0x2090,0x200,0x80,0x4D0,0x10
ovl_Obj_Lift,0x970,0x80,0x10,0xE0,0x0
ovl_Obj_Hsblock,0x470,0x60,0x10,0xA0,0x0
ovl_En_Okarina_Tag,0x3F0,0x20,0x10,0x60,0x0
ovl_En_Goroiwa,0x4500,0x120,0x100,0x4F0,0x0
ovl_En_Daiku,0xB90,0xB0,0x20,0xD0,0x0
ovl_En_Nwc,0x1190,0x30,0x30,0x120,0x0
ovl_Item_Inbox,0x110,0x20,0x0,0x30,0x0
ovl_En_Ge1,0xE60,0xB0,0x30,0x110,0x0
ovl_Obj_Blockstop,0x1E0,0x20,0x0,0x30,0x0
ovl_En_Sda,0x1170,0x380,0x10,0xD0,0xC0
ovl_En_Clear_Tag,0x2DE0,0x2F20,0x60,0x220,0x0
ovl_En_Gm,0x3940,0x630,0x260,0x570,0x0
ovl_En_Ms,0x560,0x60,0x0,0x70,0x0
ovl_En_Hs,0xCA0,0x60,0x30,0x110,0x0
ovl_Bg_Ingate,0xE10,0x20,0x0,0xA0,0x0
ovl_En_Kanban,0x2980,0xB80,0x70,0x1F0,0x0
ovl_En_Attack_Niw,0x1040,0x30,0x70,0x140,0x0
ovl_En_Mk,0xF60,0x70,0xA0,0x1C0,0x0
ovl_En_Owl,0x2DC0,0x70,0x60,0x340,0x0
ovl_En_Ishi,0x1FB0,0x130,0x70,0x2E0,0x0
ovl_Obj_Hana,0x80,0x30,0x0,0x30,0x0
ovl_Obj_Lightswitch,0xF80,0x80,0x10,0xF0,0x0
ovl_Obj_Mure2,0x880,0x90,0x0,0xE0,0x0
ovl_En_Fu,0x3400,0x190,0x3A0,0x640,0x0
ovl_En_Stream,0x4B0,0x30,0x10,0x70,0x0
ovl_En_Mm,0x770,0x60,0x10,0x80,0x0
ovl_En_Weather_Tag,0x1390,0x20,0x40,0x1D0,0x0
ovl_En_Ani,0xC80,0x70,0x10,0xE0,0x0
ovl_En_Js,0x23D0,0xC0,0x130,0x330,0x0
ovl_En_Okarina_Effect,0x1F0,0x20,0x10,0x50,0x0
ovl_En_Mag,0x3790,0x160,0x50,0x240,0x0
ovl_Elf_Msg2,0x450,0x30,0x20,0x80,0x0
ovl_Bg_F40_Swlift,0x3B0,0x40,0x10,0x70,0x10
ovl_En_Kakasi,0x27A0,0x300,0x50,0x280,0x0
ovl_Obj_Makeoshihiki,0x2E0,0x20,0x0,0x30,0x0
ovl_Oceff_Spot,0x700,0x700,0x20,0xB0,0x0
ovl_En_Torch,0x90,0x30,0x0,0x30,0x0
ovl_Shot_Sun,0x540,0x50,0x10,0x70,0x0
ovl_Obj_Roomtimer,0x240,0x20,0x0,0x40,0x0
ovl_En_Ssh,0x2120,0x180,0x60,0x2C0,0x0
ovl_Oceff_Wipe,0x4D0,0x800,0x10,0x70,0x10
ovl_Effect_Ss_Dust,0x700,0x30,0x30,0x90,0x0
ovl_Effect_Ss_Kirakira,0x5C0,0x10,0x20,0x80,0x0
ovl_Effect_Ss_Bomb2,0x780,0x50,0x20,0x70,0x0
ovl_Effect_Ss_Blast,0x300,0x10,0x10,0x40,0x0
ovl_Effect_Ss_G_Spk,0x500,0x20,0x10,0x50,0x0
ovl_Effect_Ss_D_Fire,0x3B0,0x20,0x0,0x40,0x0
ovl_Effect_Ss_Bubble,0x4F0,0x20,0x10,0x50,0x0
ovl_Effect_Ss_G_Ripple,0x4C0,0x10,0x10,0x40,0x0
ovl_Effect_Ss_G_Splash,0x390,0x30,0x10,0x50,0x0
ovl_Effect_Ss_G_Fire,0x1A0,0x30,0x0,0x40,0x0
ovl_Effect_Ss_Lightning,0x600,0x30,0x20,0x90,0x0
ovl_Effect_Ss_Dt_Bubble,0x480,0x30,0x10,0x50,0x0
ovl_Effect_Ss_Hahen,0x520,0x10,0x10,0x60,0x0
ovl_Effect_Ss_Stick,0x260,0x10,0x10,0x40,0x0
ovl_Effect_Ss_Sibuki,0x5B0,0x10,0x30,0x70,0x0
ovl_Effect_Ss_Stone1,0x2A0,0x70,0x10,0x40,0x0
ovl_Effect_Ss_Hitmark,0x3F0,0xC0,0x0,0x50,0x0
ovl_Effect_Ss_Fhg_Flash,0x530,0x4E0,0x10,0x60,0x0
ovl_Effect_Ss_K_Fire,0x3E0,0x10,0x10,0x40,0x0
ovl_Effect_Ss_Solder_Srch_Ball,0x3F0,0x10,0x10,0x40,0x0
ovl_Effect_Ss_Kakera,0xE30,0xA0,0x30,0x130,0x0
ovl_Effect_Ss_Ice_Piece,0x3A0,0x10,0x10,0x40,0x0
ovl_Effect_Ss_En_Ice,0x740,0x10,0x10,0x50,0x0
ovl_Effect_Ss_Fire_Tail,0x650,0x10,0x20,0x60,0x0
ovl_Effect_Ss_En_Fire,0x610,0x10,0x10,0x40,0x0
ovl_Effect_Ss_Extra,0x310,0x20,0x0,0x40,0x0
ovl_Effect_Ss_Dead_Db,0x390,0x30,0x10,0x40,0x0
ovl_Effect_Ss_Dead_Dd,0x520,0x10,0x10,0x50,0x0
ovl_Effect_Ss_Dead_Ds,0x420,0x10,0x10,0x40,0x0
ovl_Oceff_Storm,0x810,0x13B0,0xA0,0x160,0x0
ovl_Obj_Demo,0x370,0x20,0x0,0x40,0x0
ovl_En_Minislime,0x1ED0,0x80,0xD0,0x330,0x0
ovl_En_Nutsball,0x590,0x50,0x10,0x40,0x0
ovl_Oceff_Wipe2,0x400,0x1290,0x10,0xC0,0x10
ovl_Oceff_Wipe3,0x410,0x1270,0x10,0xC0,0x10
ovl_En_Dg,0x3140,0x200,0x40,0x560,0x0
ovl_En_Si,0x340,0x80,0x0,0x60,0x0
ovl_Obj_Comb,0x15E0,0x70,0x30,0x100,0x0
ovl_Obj_Kibako2,0x880,0x60,0x20,0xA0,0x0
ovl_En_Hs2,0x90,0x20,0x0,0x30,0x0
ovl_Obj_Mure3,0x6E0,0x40,0x10,0x90,0x0
ovl_En_Tg,0x9A0,0xC0,0x10,0xA0,0x0
ovl_En_Wf,0x3E40,0x1D0,0x50,0x440,0x0
ovl_En_Skb,0x2B80,0x240,0xC0,0x460,0x0
ovl_En_Gs,0x28F0,0xF0,0x120,0x390,0x0
ovl_Obj_Sound,0x1C0,0x20,0x0,0x30,0x0
ovl_En_Crow,0x1520,0x90,0x40,0x170,0x0
ovl_En_Cow,0x1360,0x60,0x20,0x110,0x0
ovl_Oceff_Wipe4,0x410,0xB10,0x10,0xD0,0x10
ovl_En_Zo,0xD00,0x180,0x10,0x110,0x0
ovl_Effect_Ss_Ice_Smoke,0x2B0,0x10,0x10,0x40,0x0
ovl_Obj_Makekinsuta,0x3D0,0x40,0x10,0x50,0x0
ovl_En_Ge3,0xED0,0x90,0x20,0xF0,0x0
ovl_Obj_Hamishi,0xB60,0x80,0x20,0x90,0x0
ovl_En_Zl4,0x3B0,0x50,0x10,0x70,0x0
ovl_En_Mm2,0x220,0x8B0,0x0,0x60,0x0
ovl_Door_Spiral,0x6D0,0xF0,0x10,0xB0,0x0
ovl_Obj_Pzlblock,0xC50,0x70,0x10,0x110,0x0
ovl_Obj_Toge,0xAD0,0xA0,0x10,0xC0,0x0
ovl_Obj_Armos,0xD90,0x50,0x20,0x110,0x0
ovl_Obj_Boyo,0x440,0x80,0x20,0x90,0x0
ovl_En_Grasshopper,0x2A00,0x1C0,0x70,0x260,0x0
ovl_Obj_Grass,0x18E0,0x1B0,0x40,0x1C0,0xC0
ovl_Obj_Grass_Carry,0xD50,0xB0,0x20,0x160,0x0
ovl_Obj_Grass_Unit,0x560,0xF0,0x0,0x80,0x0
ovl_Bg_Fire_Wall,0x790,0x80,0x20,0xB0,0x0
ovl_En_Bu,0x140,0x20,0x10,0x40,0x0
ovl_En_Encount3,0x8B0,0x30,0x20,0xA0,0x0
ovl_En_Jso,0x3660,0x1D0,0xB0,0x390,0x0
ovl_Obj_Chikuwa,0xA50,0x50,0x40,0xC0,0x0
ovl_En_Knight,0xB9F0,0x2A0,0x330,0xF10,0x1790
ovl_En_Warp_tag,0x880,0x30,0x10,0x90,0x0
ovl_En_Aob_01,0x26C0,0x210,0xE0,0x320,0x0
ovl_En_Boj_01,0x40,0x20,0x0,0x30,0x0
ovl_En_Boj_02,0x40,0x20,0x0,0x30,0x0
ovl_En_Boj_03,0x40,0x20,0x0,0x30,0x0
ovl_En_Encount4,0x780,0x40,0x0,0xA0,0x0
ovl_En_Bom_Bowl_Man,0x1970,0x140,0x30,0x250,0x0
ovl_En_Syateki_Man,0x2CA0,0x370,0x160,0x430,0x0
ovl_Bg_Icicle,0x850,0x70,0x10,0xC0,0x0
ovl_En_Syateki_Crow,0xC60,0xA0,0x10,0x100,0x0
ovl_En_Boj_04,0x40,0x20,0x0,0x30,0x0
ovl_En_Cne_01,0xC50,0xB0,0x10,0xC0,0x0
ovl_En_Bba_01,0xC00,0xB0,0x10,0xC0,0x0
ovl_En_Bji_01,0xE50,0xB0,0x80,0x160,0x0
ovl_Bg_Spdweb,0x11A0,0x1C0,0x30,0x100,0x0
ovl_En_Mt_tag,0xE40,0x2A0,0x10,0xF0,0x0
ovl_Boss_01,0x7450,0x600,0x1E0,0x8B0,0x17C0
ovl_Boss_02,0x5380,0x5B0,0x240,0x6E0,0x2340
ovl_Boss_03,0x6740,0x340,0x100,0x560,0x2800
ovl_Boss_04,0x2110,0xF0,0x90,0x200,0x10
ovl_Boss_05,0x3540,0x300,0x90,0x360,0x10
ovl_Boss_06,0x1F60,0x90,0x70,0x1F0,0x610
ovl_Boss_07,0x12FD0,0x9A0,0x4B0,0x12A0,0xE60
ovl_Bg_Dy_Yoseizo,0x1C00,0xA0,0x30,0x210,0x0
ovl_En_Boj_05,0x40,0x20,0x0,0x30,0x0
ovl_En_Sob1,0x4050,0x1F0,0xF0,0x490,0x0
ovl_En_Go,0x5130,0x620,0x110,0x510,0x0
ovl_En_Raf,0x2180,0x630,0x40,0x210,0x0
ovl_Obj_Funen,0x170,0x30,0x0,0x30,0x0
ovl_Obj_Raillift,0xA80,0x40,0x30,0x100,0x0
ovl_Bg_Numa_Hana,0xD40,0x80,0x20,0xF0,0x0
ovl_Obj_Flowerpot,0x1FB0,0xB0,0xA0,0x360,0x220
ovl_Obj_Spinyroll,0x15D0,0x1F0,0x30,0x1D0,0x0
ovl_Dm_Hina,0x9A0,0x20,0x10,0x70,0x0
ovl_En_Syateki_Wf,0x1000,0x1A0,0x10,0x150,0x0
ovl_Obj_Skateblock,0x18A0,0x150,0x20,0x1E0,0x0
ovl_Effect_En_Ice_Block,0x2E0,0x10,0x10,0x50,0x0
ovl_Obj_Iceblock,0x3DA0,0x1A0,0xD0,0x480,0x0
ovl_En_Bigpamet,0x21C0,0xB0,0x50,0x2A0,0x0
ovl_Bg_Dblue_Movebg,0x1DF0,0x130,0x50,0x200,0x10
ovl_En_Syateki_Dekunuts,0xE90,0x130,0x10,0x140,0x0
ovl_Elf_Msg3,0x4B0,0x30,0x20,0x70,0x0
ovl_En_Fg,0x1260,0x120,0x40,0x160,0x0
ovl_Dm_Ravine,0x170,0x20,0x0,0x30,0x0
ovl_Dm_Sa,0x380,0x40,0x10,0x70,0x0
ovl_En_Slime,0x2D30,0x100,0x150,0x4E0,0x10
ovl_En_Pr,0x1690,0xB0,0x30,0x180,0x0
ovl_Obj_Toudai,0xA70,0x100,0x10,0x80,0x0
ovl_Obj_Entotu,0xCF0,0x90,0x10,0x80,0x0
ovl_Obj_Bell,0x980,0xB0,0x20,0xB0,0x0
ovl_En_Syateki_Okuta,0x1560,0x660,0x80,0x2A0,0x0
ovl_Obj_Shutter,0x240,0x30,0x10,0x40,0x0
ovl_Dm_Zl,0x640,0x100,0x20,0xB0,0x0
ovl_En_Ru,0xA90,0x190,0x10,0xE0,0x0
ovl_En_Elfgrp,0x1420,0x20,0x0,0x170,0x0
ovl_Dm_Tsg,0x3B0,0x20,0x10,0x40,0x0
ovl_En_Baguo,0x1250,0xA0,0x40,0x130,0x0
ovl_Obj_Vspinyroll,0xF50,0xB0,0x30,0x170,0x0
ovl_Obj_Smork,0xBF0,0x90,0x10,0x80,0x0
ovl_En_Test2,0x300,0xF0,0x0,0x60,0x0
ovl_En_Test3,0x2D50,0x400,0x10,0x3E0,0x50
ovl_En_Test4,0x15C0,0x50,0x0,0x160,0x10
ovl_En_Bat,0x1500,0xB0,0x40,0x1A0,0x10
ovl_En_Sekihi,0x5D0,0x80,0x0,0x90,0x0
ovl_En_Wiz,0x37D0,0x250,0x60,0x200,0x0
ovl_En_Wiz_Brock,0x5D0,0x30,0x30,0x90,0x0
ovl_En_Wiz_Fire,0x2B20,0xA0,0x70,0x1C0,0x0
ovl_Eff_Change,0x470,0x50,0x10,0x50,0x0
ovl_Dm_Statue,0x90,0x20,0x0,0x30,0x0
ovl_Obj_Fireshield,0xD70,0xB0,0x10,0x130,0x0
ovl_Bg_Ladder,0x430,0x40,0x0,0x70,0x0
ovl_En_Mkk,0x1830,0xE0,0x70,0x1F0,0x0
ovl_Demo_Getitem,0x300,0x30,0x0,0x60,0x0
ovl_En_Dnb,0xEC0,0x50,0x0,0x60,0x0
ovl_En_Dnh,0x510,0x200,0x10,0x90,0x0
ovl_En_Dnk,0xCB0,0x2D0,0x0,0xC0,0x0
ovl_En_Dnq,0xED0,0x220,0x50,0x160,0x0
ovl_Bg_Keikoku_Saku,0x380,0x20,0x10,0x60,0x0
ovl_Obj_Hugebombiwa,0x2100,0xB0,0xC0,0x270,0x0
ovl_En_Firefly2,0x40,0x20,0x0,0x30,0x0
ovl_En_Rat,0x2290,0x100,0x50,0x270,0x0
ovl_En_Water_Effect,0x27F0,0x40,0x60,0x130,0x0
ovl_En_Kusa2,0x3940,0xD0,0xD0,0x580,0x1960
ovl_Bg_Spout_Fire,0x620,0x80,0x20,0xD0,0x0
ovl_En_Dy_Extra,0x470,0x70,0x10,0x70,0x0
ovl_En_Bal,0x24B0,0x250,0x120,0x470,0x0
ovl_En_Ginko_Man,0x18A0,0xA0,0x110,0x290,0x0
ovl_En_Warp_Uzu,0x320,0x70,0x0,0x60,0x0
ovl_Obj_Driftice,0x1090,0x100,0x50,0x160,0x0
ovl_En_Look_Nuts,0xD30,0x90,0x40,0xF0,0x0
ovl_En_Mushi2,0x3190,0xF0,0xF0,0x480,0x0
ovl_En_Fall,0x2500,0x110,0xC0,0x330,0x710
ovl_En_Mm3,0x12E0,0x140,0x80,0x160,0x0
ovl_Bg_Crace_Movebg,0x990,0x40,0x10,0xE0,0x20
ovl_En_Dno,0x2740,0x1B0,0xE0,0x370,0x0
ovl_En_Pr2,0x1C20,0xA0,0x30,0x130,0x0
ovl_En_Prz,0x1400,0xA0,0x30,0x130,0x0
ovl_En_Jso2,0x4130,0x270,0xE0,0x430,0x0
ovl_Obj_Etcetera,0xB00,0xB0,0x40,0x130,0x0
ovl_En_Egol,0x42B0,0x250,0x60,0x2E0,0x0
ovl_Obj_Mine,0x3380,0xB0,0xB0,0x320,0x300
ovl_Obj_Purify,0x790,0xF0,0x0,0xD0,0x0
ovl_En_Tru,0x32F0,0x2B10,0x80,0x2D0,0x0
ovl_En_Trt,0x46A0,0x100,0x60,0x440,0x0
ovl_En_Test5,0x330,0x20,0x0,0x30,0x0
ovl_En_Test6,0x3730,0x220,0x2F0,0x5A0,0x120
ovl_En_Az,0x45E0,0x430,0x270,0x7D0,0x20
ovl_En_Estone,0xCB0,0x50,0x50,0xE0,0x0
ovl_Bg_Hakugin_Post,0x2B90,0xD0,0x90,0x400,0x1B90
ovl_Dm_Opstage,0x3C0,0x30,0x10,0x60,0x0
ovl_Dm_Stk,0x3800,0x740,0xB40,0xDF0,0x0
ovl_Dm_Char00,0x1A20,0x890,0x430,0x590,0x0
ovl_Dm_Char01,0x1BE0,0xD10,0x30,0x320,0x10
ovl_Dm_Char02,0x560,0x80,0x10,0x80,0x0
ovl_Dm_Char03,0x6C0,0x40,0x10,0x90,0x0
ovl_Dm_Char04,0x800,0xC0,0x10,0x90,0x0
ovl_Dm_Char05,0x1CA0,0xD0,0xC0,0x2B0,0x0
ovl_Dm_Char06,0x2E0,0x20,0x0,0x40,0x0
ovl_Dm_Char07,0x630,0x20,0x0,0x40,0x0
ovl_Dm_Char08,0x2320,0x440,0x200,0x460,0x0
ovl_Dm_Char09,0x880,0x40,0x20,0xA0,0x0
ovl_Obj_Tokeidai,0x2230,0x30,0x80,0x2A0,0x0
ovl_En_Mnk,0x4FE0,0x140,0x1B0,0x7C0,0x0
ovl_En_Egblock,0x8A0,0x20,0x10,0x70,0x0
ovl_En_Guard_Nuts,0xCF0,0xA0,0x10,0x140,0x0
ovl_Bg_Hakugin_Bombwall,0xFA0,0xF0,0x30,0x150,0x0
ovl_Obj_Tokei_Tobira,0x560,0x60,0x10,0x90,0x0
ovl_Bg_Hakugin_Elvpole,0x420,0x20,0x0,0x30,0x0
ovl_En_Ma4,0x23F0,0x1E0,0x190,0x430,0x0
ovl_En_Twig,0x860,0x70,0x20,0x110,0x40
ovl_En_Po_Fusen,0xB10,0x70,0x20,0xC0,0x0
ovl_En_Door_Etc,0x6B0,0xD0,0x10,0x90,0x0
ovl_En_Bigokuta,0x1E20,0x100,0x80,0x260,0x0
ovl_Bg_Icefloe,0x620,0x40,0x20,0xF0,0x10
ovl_fbdemo_triforce,0x5C0,0x100,0x10,0x70,0x0
ovl_fbdemo_wipe1,0x470,0xAB0,0x10,0x60,0x0
ovl_fbdemo_wipe3,0x520,0x1740,0x10,0x80,0x0
ovl_fbdemo_wipe4,0x220,0x30,0x10,0x60,0x0
ovl_fbdemo_wipe5,0x3C0,0x30,0x10,0x60,0x0
ovl_Effect_Ss_Sbn,0x860,0x50,0x30,0x90,0x0
ovl_Obj_Ocarinalift,0x890,0x40,0x20,0xF0,0x0
ovl_En_Time_Tag,0xB30,0x20,0x20,0x100,0x0
ovl_Bg_Open_Shutter,0x610,0x30,0x10,0x80,0x0
ovl_Bg_Open_Spot,0x1B0,0x30,0x0,0x40,0x0
ovl_Bg_Fu_Kaiten,0x230,0x20,0x10,0x40,0x0
ovl_Obj_Aqua,0xC00,0x90,0x30,0x110,0x0
ovl_En_Elforg,0x15A0,0x90,0x60,0x1D0,0x0
ovl_En_Elfbub,0x580,0x60,0x10,0x70,0x0
ovl_En_Fu_Mato,0x12C0,0xB0,0x10,0xD0,0x0
ovl_En_Fu_Kago,0xE50,0x150,0x20,0xF0,0x0
ovl_En_Osn,0x1A70,0x300,0x210,0x3C0,0x0
ovl_Bg_Ctower_Gear,0x6E0,0xB0,0x0,0x80,0x0
ovl_En_Trt2,0x2460,0x1B0,0x20,0x200,0x0
ovl_Obj_Tokei_Step,0xA50,0x80,0x10,0xD0,0x0
ovl_Bg_Lotus,0x590,0x30,0x20,0x90,0x0
ovl_En_Kame,0x1FF0,0x100,0x70,0x310,0x0
ovl_Obj_Takaraya_Wall,0x1040,0x50,0x10,0x170,0x6A0
ovl_Bg_Fu_Mizu,0x290,0x20,0x0,0x30,0x0
ovl_En_Sellnuts,0x2B40,0x200,0x1A0,0x580,0x0
ovl_Bg_Dkjail_Ivy,0x700,0x70,0x20,0xB0,0x0
ovl_Obj_Visiblock,0xC0,0x30,0x0,0x30,0x0
ovl_En_Takaraya,0xF50,0x80,0x10,0x130,0x0
ovl_En_Tsn,0x14D0,0x60,0x1A0,0x2E0,0x0
ovl_En_Ds2n,0x460,0x50,0x0,0x70,0x0
ovl_En_Fsn,0x3F90,0x160,0xE0,0x3F0,0x0
ovl_En_Shn,0xDD0,0x380,0x20,0x100,0x0
ovl_En_Stop_heishi,0x14F0,0x1B0,0x20,0x110,0x0
ovl_Obj_Bigicicle,0xC90,0xC0,0x30,0x130,0x0
ovl_En_Lift_Nuts,0x2310,0x260,0xB0,0x420,0x0
ovl_En_Tk,0x33A0,0x2A0,0x140,0x470,0x10
ovl_Bg_Market_Step,0x90,0x40,0x0,0x40,0x0
ovl_Obj_Lupygamelift,0x5B0,0x50,0x10,0xA0,0x0
ovl_En_Test7,0x2BD0,0x70,0xA0,0x3B0,0x60
ovl_Obj_Lightblock,0x570,0x80,0x0,0x70,0x0
ovl_Mir_Ray2,0x3C0,0x60,0x10,0x50,0x0
ovl_En_Wdhand,0x1FD0,0x170,0x60,0x1D0,0x0
ovl_En_Gamelupy,0x570,0x70,0x10,0x90,0x0
ovl_Bg_Danpei_Movebg,0x730,0x40,0x10,0xE0,0x0
ovl_En_Snowwd,0x430,0x70,0x0,0x60,0x0
ovl_En_Pm,0x3240,0xBA0,0x680,0x9C0,0x0
ovl_En_Gakufu,0x850,0x100,0x10,0xC0,0x0
