80000400,entrypoint
800229F4,func_8002EABC
80022A2C,func_8002EB44
80022A64,func_8002EBCC
80022B80,func_8002ED80
80022C9C,Actor_GetFocus
80022CD0,Actor_GetWorld
80022D04,Actor_GetWorldPosShapeRot
80022D80,func_8002EFC0
80022E50,func_8002F090
80022E8C,func_8002F0C8
80022F5C,Actor_ProcessTalkRequest
80022F8C,func_8002F1C4
80023060,func_8002F298
80023094,func_8002F2CC
800230BC,func_8002F2F4
800230FC,func_8002F334
80023130,func_8002F368
80023140,Actor_GetScreenPos
800231DC,Actor_HasParent
80023200,Actor_OfferGetItem
80023320,Actor_OfferGetItemNearby
8002334C,Actor_OfferCarry
8002336C,Actor_HasNoParent
80023390,func_8002F5C4
800233C0,Actor_SetClosestSecretDistance
800233E8,Actor_IsMounted
8002340C,Actor_SetRideActor
80023444,Actor_NotMounted
80023468,func_8002F698
800234A8,func_8002F6D4
800234F0,func_8002F71C
8002352C,func_8002F758
80023574,func_8002F7A0
800235B0,Player_PlaySfx
800235FC,Actor_PlaySfx
80023628,func_8002F850
800236CC,func_8002F8F0
80023700,func_8002F91C
80023734,func_8002F948
80023768,func_8002F974
80023790,func_8002F994
800237E8,func_8002F9EC
80023860,func_8002FA60
800239B0,Actor_DrawFaroresWindPointer
800241F4,func_80030488
8002421C,Actor_DisableLens
80024248,Actor_InitContext
8002439C,Actor_UpdateAll
80024838,Actor_FaultPrint
800248AC,Actor_Draw
80024B6C,func_80030ED8
80024C3C,Actor_DrawLensOverlay
80024DB0,Actor_DrawLensActors
80024FE4,func_800314B0
80025008,func_800314D4
800250E0,func_800315AC
800252F8,Actor_KillAllWithMissingObject
80025394,Actor_FreezeAllEnemies
800253E4,func_80031B14
8002550C,func_80031C3C
800255C4,Actor_AddToCategory
8002560C,Actor_RemoveFromCategory
800256D8,Actor_FreeOverlay
8002573C,Actor_Spawn
80025A1C,Actor_SpawnAsChilld
80025AB4,Actor_SpawnTransitionActors
80025BF0,Actor_SpawnEntry
80025C74,Actor_Delete
80025D78,func_80032880
80025DCC,func_800328D4
80025FE8,func_80032AF0
80026138,Actor_Find
80026178,Enemy_StartFinishingBlow
800261B0,func_80032CB4
80026264,func_80032D60
80026330,BodyBreak_Alloc
80026428,BodyBreak_SetInfo
80026530,BodyBreak_SpawnParts
80026714,Actor_SpawnFloorDustRing
80026934,func_80033480
80026AF4,Actor_GetCollidedExplosive
80026B38,func_80033684
80026C00,Actor_ChangeCategory
80026C40,Actor_GetProjectileActor
80026E00,Actor_SetTextWithPrefix
80026E7C,Actor_TestFloorInDirection
80026F48,Actor_IsTargeted
80026F7C,Actor_OtherIsTargeted
80026FB0,func_80033AEC
800270FC,func_80033C30
80027248,Actor_RequestQuake
800272B0,Actor_RequestQuakeWithSpeed
80027320,Actor_RequestQuakeAndRumble
80027390,Rand_ZeroFloat
800273BC,Rand_CenteredFloat
800273F4,Actor_DrawDoorLock
8002769C,func_8003424C
800276BC,Actor_SetColorFilter
80027740,func_800342EC
800277B4,func_8003435C
80027828,Npc_UpdateTalking
80027918,Npc_TrackPointWithLimits
80027C4C,Npc_GetTrackingPresetMaxPlayerYaw
80027C78,Npc_UpdateAutoTurn
80027E80,Npc_TrackPoint
80027F98,func_80034B28
80027FBC,func_80034B54
80027FF8,func_80034BA0
800280F0,func_80034CC4
800281D4,func_80034DD4
800282C4,Animation_ChangeByInfo
8002835C,func_80034F54
80028520,Actor_Noop
80028530,func_80035124
80028674,Gfx_DrawDListOpa
800286F4,Gfx_DrawDListXlu
80028774,func_800353E8
80028784,Actor_FindNearby
80028848,func_800354B4
800288F0,func_8003555C
8002894C,func_800355B8
80028978,func_800355E4
800289BC,Actor_ApplyDamage
800289E8,Actor_SetDropFlag
80028AD4,Actor_SetDropFlagJntSph
80028BDC,func_80035844
80028C70,func_800358DC
80028D4C,func_800359B8
80028EB0,func_80035B18
80028EE0,Flags_GetEventChkInf
80028F0C,Flags_SetEventChkInf
80028F40,Flags_GetInfTable
80028F6C,Flags_SetInfTable
80028FA0,func_80035BFC
8002A1F4,func_80036E50
8002A884,func_800374E0
8002AFD8,func_80037C30
8002B008,func_80037C5C
8002B044,func_80037C94
8002B068,func_80037CB8
8002B14C,func_80037D98
8002B2E4,Actor_TrackNone
8002B380,Actor_TrackPoint
8002B514,Actor_TrackPlayerSetFocusHeight
8002B650,Actor_TrackPlayer
8002B780,ActorOverlayTable_LogPrint
8002B788,ActorOverlayTable_FaultPrint
8002B90C,ActorOverlayTable_Init
8002B94C,ActorOverlayTable_Cleanup
8002B980,SSNode_SetValue
8002B99C,SSList_SetNull
8002B9AC,SSNodeList_SetSSListHead
8002BA04,DynaSSNodeList_SetSSListHead
8002BA5C,DynaSSNodeList_Initialize
8002BA70,DynaSSNodeList_Alloc
8002BAC0,DynaSSNodeList_ResetCount
8002BACC,DynaSSNodeList_GetNextNodeIdx
8002BAFC,BgCheck_Vec3sToVec3f
8002BB40,BgCheck_Vec3fToVec3s
8002BB84,CollisionPoly_GetMinY
8002BC30,CollisionPoly_GetNormalF
8002BC88,func_80038A28
8002BDDC,CollisionPoly_GetPointDistanceFromPlane
8002BE44,CollisionPoly_GetVertices
8002BEE4,CollisionPoly_GetVerticesByBgId
8002BF64,CollisionPoly_CheckYIntersectApprox1
8002C098,CollisionPoly_CheckYIntersect
8002C144,CollisionPoly_CheckYIntersectApprox2
8002C184,CollisionPoly_CheckXIntersectApprox
8002C228,CollisionPoly_CheckZIntersectApprox
8002C2CC,CollisionPoly_LineVsPoly
8002C5AC,CollisionPoly_SphVsPoly
8002C67C,StaticLookup_AddPolyToSSList
8002C89C,StaticLookup_AddPoly
8002C930,BgCheck_RaycastDownStaticList
8002CB6C,BgCheck_RaycastDownStatic
8002CC84,BgCheck_ComputeWallDisplacement
8002CD34,BgCheck_SphVsStaticWall
8002D5C8,BgCheck_CheckStaticCeiling
8002D7A0,BgCheck_CheckLineAgainstSSList
8002D9C4,BgCheck_CheckLineInSubdivision
8002DB50,BgCheck_SphVsFirstStaticPolyList
8002DD20,BgCheck_SphVsFirstStaticPoly
8002DE58,BgCheck_GetNearestStaticLookup
8002DF0C,BgCheck_GetStaticLookup
8002DFD8,BgCheck_GetStaticLookupIndicesFromPos
8002E0B8,BgCheck_GetSubdivisionMinBounds
8002E25C,BgCheck_GetSubdivisionMaxBounds
8002E428,BgCheck_GetPolySubdivisionBounds
8002E5D8,BgCheck_PolyIntersectsSubdivision
8002ED2C,BgCheck_InitializeStaticLookup
8002F12C,BgCheck_IsSpotScene
8002F170,BgCheck_TryGetCustomMemsize
8002F208,BgCheck_SetSubdivisionDimension
8002F290,BgCheck_Allocate
8002F674,BgCheck_GetCollisionHeader
8002F6DC,BgCheck_PosInStaticBoundingBox
8002F798,BgCheck_RaycastDownImpl
8002F968,BgCheck_CameraRaycastDown1
8002F9C4,BgCheck_EntityRaycastDown1
8002FA20,BgCheck_EntityRaycastDown2
8002FA74,BgCheck_EntityRaycastDown3
8002FAD8,BgCheck_EntityRaycastDown4
8002FB40,BgCheck_EntityRaycastDown5
8002FB98,BgCheck_EntityRaycastDown6
8002FBFC,BgCheck_EntityRaycastDown7
8002FC64,BgCheck_AnyRaycastDown1
8002FD18,BgCheck_AnyRaycastDown2
8002FDD0,BgCheck_CameraRaycastDown2
8002FE34,BgCheck_EntityRaycastDownWalls
8002FE9C,BgCheck_EntityRaycastDown9
8002FF00,BgCheck_CheckWallImpl
8003053C,BgCheck_EntitySphVsWall1
800305A0,BgCheck_EntitySphVsWall2
80030604,BgCheck_EntitySphVsWall3
8003066C,BgCheck_EntitySphVsWall4
800306D8,BgCheck_CheckCeilingImpl
800307F8,BgCheck_AnyCheckCeiling
80030844,BgCheck_EntityCheckCeiling
80030894,BgCheck_CheckLineImpl
80030D74,BgCheck_GetBccFlags
80030DBC,BgCheck_CameraLineTest1
80030E48,BgCheck_CameraLineTest2
80030ED4,BgCheck_EntityLineTest1
80030F60,BgCheck_EntityLineTest2
80030FF0,BgCheck_EntityLineTest3
8003107C,BgCheck_ProjectileLineTest
80031108,BgCheck_AnyLineTest1
8003114C,BgCheck_AnyLineTest2
800311D8,BgCheck_AnyLineTest3
80031264,BgCheck_SphVsFirstPolyImpl
80031328,BgCheck_SphVsFirstPoly
8003136C,BgCheck_SphVsFirstWall
800313B4,SSNodeList_Initialize
800313CC,SSNodeList_Alloc
8003143C,SSNodeList_GetNextNode
80031478,SSNodeList_GetNextNodeIdx
8003148C,ScaleRotPos_Initialize
800314CC,ScaleRotPos_SetValue
8003151C,ScaleRotPos_Equals
800315F0,DynaLookup_ResetLists
80031630,DynaLookup_Reset
80031650,DynaLookup_ResetVtxStartIndex
8003165C,BgActor_Initialize
800316BC,BgActor_SetActor
80031774,BgActor_IsTransformUnchanged
8003179C,DynaPoly_NullPolyList
800317A8,DynaPoly_AllocPolyList
800317E4,DynaPoly_NullVtxList
800317F0,DynaPoly_AllocVtxList
80031838,DynaPoly_SetBgActorPrevTransform
80031884,DynaPoly_IsBgIdBgActor
800318A4,DynaPoly_Init
800318F0,DynaPoly_Alloc
800319C4,DynaPoly_SetBgActor
80031A84,DynaPoly_GetActor
80031AF8,DynaPoly_DisableCollision
80031B50,DynaPoly_EnableCollision
80031BA8,DynaPoly_DisableCeilingCollision
80031C00,DynaPoly_EnableCeilingCollision
80031C58,DynaPoly_DeleteBgActor
80031CE0,DynaPoly_InvalidateLookup
80031CF8,DynaPoly_AddBgActorToLookup
80032644,DynaPoly_UnsetAllInteractFlags
800326DC,DynaPoly_UpdateContext
80032848,DynaPoly_UpdateBgActorTransforms
800328D8,BgCheck_RaycastDownDynaList
80032AC0,BgCheck_RaycastDownDyna
80032F68,BgCheck_SphVsDynaWallInBgActor
8003362C,BgCheck_SphVsDynaWall
80033868,BgCheck_CheckDynaCeilingList
80033AC4,BgCheck_CheckDynaCeiling
80033C28,BgCheck_CheckLineAgainstBgActorSSList
80033DAC,BgCheck_CheckLineAgainstBgActor
80033EC8,BgCheck_CheckLineAgainstDyna
80034080,BgCheck_SphVsFirstDynaPolyList
80034198,BgCheck_SphVsFirstDynaPolyInBgActor
800342D8,BgCheck_SphVsFirstDynaPoly
80034430,CollisionHeader_SegmentedToVirtual
80034514,CollisionHeader_GetVirtual
80034568,func_800418D0
80034610,BgCheck_ResetPolyCheckTbl
80034648,SurfaceType_GetData
800346C0,SurfaceType_GetBgCamIndex
800346E4,BgCheck_GetBgCamSettingImpl
8003472C,BgCheck_GetBgCamSetting
800347C0,BgCheck_GetBgCamCountImpl
8003481C,BgCheck_GetBgCamCount
800348B0,BgCheck_GetBgCamFuncDataImpl
80034938,BgCheck_GetBgCamFuncData
800349CC,SurfaceType_GetExitIndex
800349F4,SurfaceType_GetFloorType
80034A1C,func_80041D70
80034A44,SurfaceType_GetWallType
80034A6C,SurfaceType_GetWallFlags
80034A9C,SurfaceType_CheckWallFlag0
80034AD0,SurfaceType_CheckWallFlag1
80034B04,SurfaceType_CheckWallFlag2
80034B38,SurfaceType_GetFloorProperty2
80034B60,SurfaceType_GetFloorProperty
80034B88,SurfaceType_IsSoft
80034BB0,SurfaceType_IsHorseBlocked
80034BD8,SurfaceType_GetMaterial
80034BFC,SurfaceType_GetSfxOffset
80034C44,SurfaceType_GetFloorEffect
80034C6C,SurfaceType_GetLightSetting
80034C94,SurfaceType_GetEcho
80034CBC,SurfaceType_CanHookshot
80034CE4,SurfaceType_IsIgnoredByEntities
80034D20,SurfaceType_IsIgnoredByProjectiles
80034D5C,SurfaceType_IsFloorConveyor
80034D98,SurfaceType_GetConveyorSpeed
80034DC0,SurfaceType_GetConveyorDirection
80034DE8,func_80042108
80034E1C,WaterBox_GetSurface1
80034F28,WaterBox_GetSurfaceImpl
80035080,WaterBox_GetSurface2
8003521C,WaterBox_GetBgCamIndex
80035230,WaterBox_GetBgCamSetting
80035288,WaterBox_GetLightIndex
800352A0,func_800425B0
800353F8,func_80042708
800354A8,func_800427B4
80035560,DynaPolyActor_UpdateCarriedActorPos
8003569C,DynaPolyActor_UpdateCarriedActorRotY
80035730,func_80043334
800357A0,DynaPolyActor_TransformCarriedActor
80035880,DynaPolyActor_Init
800358A4,DynaPolyActor_UnsetAllInteractFlags
800358B0,DynaPolyActor_SetActorOnTop
800358C4,DynaPolyActor_SetPlayerOnTop
800358D8,DynaPoly_SetPlayerOnTop
80035908,DynaPolyActor_SetPlayerAbove
8003591C,DynaPoly_SetPlayerAbove
8003594C,func_80043538
80035960,DynaPolyActor_IsActorOnTop
80035984,DynaPolyActor_IsPlayerOnTop
800359A8,DynaPolyActor_IsPlayerAbove
800359CC,func_800435B4
800359F0,func_800435D8
80035C10,Camera_InterpolateCurve
80035CBC,Camera_LERPCeilF
80035D00,Camera_LERPFloorF
80035D44,Camera_LERPCeilS
80035DD8,Camera_LERPFloorS
80035E6C,Camera_LERPCeilVec3f
80035EF0,func_80043ABC
80035F30,func_80043B60
80035F60,Camera_Vec3sToVec3f
80035FC8,Camera_AddVecGeoToVec3f
80036048,Camera_Vec3fTranslateByUnitVector
800360B4,Camera_BGCheckInfo
800362DC,Camera_BGCheck
80036338,func_80043F94
800366F0,func_80044340
8003674C,Camera_CheckOOB
800367E8,Camera_GetFloorYNorm
800368CC,Camera_GetFloorY
80036928,Camera_GetFloorYLayer
80036AEC,Camera_GetBgCamSetting
80036B20,Camera_GetBgCamFuncData
80036B50,Camera_GetBgCamIndex
80036BD0,Camera_GetBgCamFuncDataUnderPlayer
80036C80,Camera_GetWaterBoxBgCamIndex
80036D60,Camera_GetWaterSurface
80036E28,Camera_XZAngle
80036E90,Camera_GetPitchAdjFromFloorHeightDiffs
800371BC,Camera_CalcUpFromPitchYawRoll
800373F8,Camera_ClampLERPScale
80037450,Camera_CopyDataToRegs
80037460,Camera_UpdateInterface
8003756C,Camera_BGCheckCorner
800375D4,func_80045508
800377E4,Camera_CalcSlopeYAdj
80037878,Camera_CalcAtDefault
80037990,func_800458D4
80037B48,func_80045B08
80037CA8,Camera_CalcAtForParallel
8003800C,Camera_CalcAtForLockOn
800384C4,Camera_CalcAtForHorse
80038680,Camera_LERPClampDist
80038738,Camera_ClampDist
8003884C,Camera_CalcDefaultPitch
800389AC,Camera_CalcDefaultYaw
80038B00,func_80046E20
80039024,Camera_Noop
80039034,Camera_Normal1
80039A8C,Camera_Normal2
8003A21C,Camera_Normal3
8003A8C4,Camera_Normal4
8003A8E4,Camera_Normal0
