80000400,entrypoint
80022930,Actor_TalkOfferAccepted
80022960,Actor_OfferTalkExchange
80022A34,Actor_OfferTalkExchangeEquiCylinder
80022A68,Actor_OfferTalk
80022A90,Actor_OfferTalkNearColChkInfoCylinder
80022AD0,Actor_TextboxIsClosing
80022B04,func_8002F368
80022B14,Actor_GetScreenPos
80022BB0,Actor_HasParent
80022BD4,Actor_OfferGetItem
80022CF4,Actor_OfferGetItemNearby
80022D20,Actor_OfferCarry
80022D40,Actor_HasNoParent
80022D64,func_8002F5C4
80022D94,Actor_SetClosestSecretDistance
80022DBC,Actor_IsMounted
80022DE0,Actor_SetRideActor
80022E18,Actor_NotMounted
80022E3C,func_8002F698
80022E7C,func_8002F6D4
80022EC4,func_8002F71C
80022F00,func_8002F758
80022F48,func_8002F7A0
80022F84,Player_PlaySfx
80022FD0,Actor_PlaySfx
80022FFC,func_8002F850
800230A0,func_8002F8F0
800230D4,func_8002F91C
80023108,func_8002F948
8002313C,func_8002F974
80023164,func_8002F994
800231BC,func_8002F9EC
80023234,func_8002FA60
80023384,Actor_DrawFaroresWindPointer
80023BC8,func_80030488
80023BF0,Actor_DisableLens
80023C1C,Actor_InitContext
80023D70,Actor_UpdateAll
8002420C,Actor_FaultPrint
80024280,Actor_Draw
80024540,func_80030ED8
80024610,Actor_DrawLensOverlay
80024784,Actor_DrawLensActors
800249B8,func_800314B0
800249DC,func_800314D4
80024AB4,func_800315AC
80024CCC,Actor_KillAllWithMissingObject
80024D68,Actor_FreezeAllEnemies
80024DB8,func_80031B14
80024EE0,func_80031C3C
80024F98,Actor_AddToCategory
80024FE0,Actor_RemoveFromCategory
800250AC,Actor_FreeOverlay
80025110,Actor_Spawn
800253F0,Actor_SpawnAsChild
80025488,Actor_SpawnTransitionActors
800255C4,Actor_SpawnEntry
80025648,Actor_Delete
8002574C,func_80032880
800257A0,func_800328D4
800259BC,func_80032AF0
80025B0C,Actor_Find
80025B4C,Enemy_StartFinishingBlow
80025B84,func_80032CB4
80025C38,func_80032D60
80025D04,BodyBreak_Alloc
80025DFC,BodyBreak_SetInfo
80025F04,BodyBreak_SpawnParts
800260E8,Actor_SpawnFloorDustRing
80026308,func_80033480
800264C8,Actor_GetCollidedExplosive
8002650C,func_80033684
800265D4,Actor_ChangeCategory
80026614,Actor_GetProjectileActor
800267D4,Actor_SetTextWithPrefix
80026850,Actor_TestFloorInDirection
8002691C,Actor_IsTargeted
80026950,Actor_OtherIsTargeted
80026984,func_80033AEC
80026AD0,func_80033C30
80026C1C,Actor_RequestQuake
80026C84,Actor_RequestQuakeWithSpeed
80026CF4,Actor_RequestQuakeAndRumble
80026D64,Rand_ZeroFloat
80026D90,Rand_CenteredFloat
80026DC8,Actor_DrawDoorLock
80027070,func_8003424C
80027090,Actor_SetColorFilter
80027114,func_800342EC
80027188,func_8003435C
800271FC,Npc_UpdateTalking
800272EC,Npc_TrackPointWithLimits
80027620,Npc_GetTrackingPresetMaxPlayerYaw
8002764C,Npc_UpdateAutoTurn
80027854,Npc_TrackPoint
8002796C,func_80034B28
80027990,func_80034B54
800279CC,func_80034BA0
80027AC4,func_80034CC4
80027BA8,func_80034DD4
80027C98,Animation_ChangeByInfo
80027D30,func_80034F54
80027EF4,Actor_Noop
80027F04,func_80035124
80028048,Gfx_DrawDListOpa
800280C8,Gfx_DrawDListXlu
80028148,func_800353E8
80028158,Actor_FindNearby
8002821C,func_800354B4
800282C4,func_8003555C
80028320,func_800355B8
8002834C,func_800355E4
80028390,Actor_ApplyDamage
800283BC,Actor_SetDropFlag
800284A8,Actor_SetDropFlagJntSph
800285B0,func_80035844
80028644,func_800358DC
80028720,func_800359B8
80028884,func_80035B18
800288B4,Flags_GetEventChkInf
800288E0,Flags_SetEventChkInf
80028914,Flags_GetInfTable
80028940,Flags_SetInfTable
80028974,func_80035BFC
80029BC8,func_80036E50
8002A258,func_800374E0
8002A9AC,func_80037C30
8002A9DC,func_80037C5C
8002AA18,func_80037C94
8002AA3C,func_80037CB8
8002AB20,func_80037D98
8002ACB8,Actor_TrackNone
8002AD54,Actor_TrackPoint
8002AEE8,Actor_TrackPlayerSetFocusHeight
8002B024,Actor_TrackPlayer
8002B160,ActorOverlayTable_LogPrint
8002B168,ActorOverlayTable_FaultPrint
8002B2EC,ActorOverlayTable_Init
8002B32C,ActorOverlayTable_Cleanup
8002B360,SSNode_SetValue
8002B37C,SSList_SetNull
8002B38C,SSNodeList_SetSSListHead
8002B3E4,DynaSSNodeList_SetSSListHead
8002B43C,DynaSSNodeList_Initialize
8002B450,DynaSSNodeList_Alloc
8002B4A0,DynaSSNodeList_ResetCount
8002B4AC,DynaSSNodeList_GetNextNodeIdx
8002B4DC,BgCheck_Vec3sToVec3f
8002B520,BgCheck_Vec3fToVec3s
8002B564,CollisionPoly_GetMinY
8002B610,CollisionPoly_GetNormalF
8002B668,func_80038A28
8002B7BC,CollisionPoly_GetPointDistanceFromPlane
8002B824,CollisionPoly_GetVertices
8002B8C4,CollisionPoly_GetVerticesByBgId
8002B944,CollisionPoly_CheckYIntersectApprox1
8002BA78,CollisionPoly_CheckYIntersect
8002BB24,CollisionPoly_CheckYIntersectApprox2
8002BB64,CollisionPoly_CheckXIntersectApprox
8002BC08,CollisionPoly_CheckZIntersectApprox
8002BCAC,CollisionPoly_LineVsPoly
8002BF8C,CollisionPoly_SphVsPoly
8002C05C,StaticLookup_AddPolyToSSList
8002C27C,StaticLookup_AddPoly
8002C310,BgCheck_RaycastDownStaticList
8002C54C,BgCheck_RaycastDownStatic
8002C664,BgCheck_ComputeWallDisplacement
8002C714,BgCheck_SphVsStaticWall
8002CFA8,BgCheck_CheckStaticCeiling
8002D180,BgCheck_CheckLineAgainstSSList
8002D3A4,BgCheck_CheckLineInSubdivision
8002D530,BgCheck_SphVsFirstStaticPolyList
8002D700,BgCheck_SphVsFirstStaticPoly
8002D838,BgCheck_GetNearestStaticLookup
8002D8EC,BgCheck_GetStaticLookup
8002D9B8,BgCheck_GetStaticLookupIndicesFromPos
8002DA98,BgCheck_GetSubdivisionMinBounds
8002DC3C,BgCheck_GetSubdivisionMaxBounds
8002DE08,BgCheck_GetPolySubdivisionBounds
8002DFB8,BgCheck_PolyIntersectsSubdivision
8002E70C,BgCheck_InitializeStaticLookup
8002EB0C,BgCheck_IsSpotScene
8002EB50,BgCheck_TryGetCustomMemsize
8002EBE8,BgCheck_SetSubdivisionDimension
8002EC70,BgCheck_Allocate
8002F054,BgCheck_GetCollisionHeader
8002F0BC,BgCheck_PosInStaticBoundingBox
8002F178,BgCheck_RaycastDownImpl
8002F348,BgCheck_CameraRaycastDown1
8002F3A4,BgCheck_EntityRaycastDown1
8002F400,BgCheck_EntityRaycastDown2
8002F454,BgCheck_EntityRaycastDown3
8002F4B8,BgCheck_EntityRaycastDown4
8002F520,BgCheck_EntityRaycastDown5
8002F578,BgCheck_EntityRaycastDown6
8002F5DC,BgCheck_EntityRaycastDown7
8002F644,BgCheck_AnyRaycastDown1
8002F6F8,BgCheck_AnyRaycastDown2
8002F7B0,BgCheck_CameraRaycastDown2
8002F814,BgCheck_EntityRaycastDownWalls
8002F87C,BgCheck_EntityRaycastDown9
8002F8E0,BgCheck_CheckWallImpl
8002FF1C,BgCheck_EntitySphVsWall1
8002FF80,BgCheck_EntitySphVsWall2
8002FFE4,BgCheck_EntitySphVsWall3
8003004C,BgCheck_EntitySphVsWall4
800300B8,BgCheck_CheckCeilingImpl
800301D8,BgCheck_AnyCheckCeiling
80030224,BgCheck_EntityCheckCeiling
80030274,BgCheck_CheckLineImpl
80030754,BgCheck_GetBccFlags
8003079C,BgCheck_CameraLineTest1
80030828,BgCheck_CameraLineTest2
800308B4,BgCheck_EntityLineTest1
80030940,BgCheck_EntityLineTest2
800309D0,BgCheck_EntityLineTest3
80030A5C,BgCheck_ProjectileLineTest
80030AE8,BgCheck_AnyLineTest1
80030B2C,BgCheck_AnyLineTest2
80030BB8,BgCheck_AnyLineTest3
80030C44,BgCheck_SphVsFirstPolyImpl
80030D08,BgCheck_SphVsFirstPoly
80030D4C,BgCheck_SphVsFirstWall
80030D94,SSNodeList_Initialize
80030DAC,SSNodeList_Alloc
80030E1C,SSNodeList_GetNextNode
80030E58,SSNodeList_GetNextNodeIdx
80030E6C,ScaleRotPos_Initialize
80030EAC,ScaleRotPos_SetValue
80030EFC,ScaleRotPos_Equals
80030FD0,DynaLookup_ResetLists
80031010,DynaLookup_Reset
80031030,DynaLookup_ResetVtxStartIndex
8003103C,BgActor_Initialize
8003109C,BgActor_SetActor
80031154,BgActor_IsTransformUnchanged
8003117C,DynaPoly_NullPolyList
80031188,DynaPoly_AllocPolyList
800311C4,DynaPoly_NullVtxList
800311D0,DynaPoly_AllocVtxList
80031218,DynaPoly_SetBgActorPrevTransform
80031264,DynaPoly_IsBgIdBgActor
80031284,DynaPoly_Init
800312D0,DynaPoly_Alloc
800313A4,DynaPoly_SetBgActor
80031464,DynaPoly_GetActor
800314D8,DynaPoly_DisableCollision
80031530,DynaPoly_EnableCollision
80031588,DynaPoly_DisableCeilingCollision
800315E0,DynaPoly_EnableCeilingCollision
80031638,DynaPoly_DeleteBgActor
800316C0,DynaPoly_InvalidateLookup
800316D8,DynaPoly_AddBgActorToLookup
80032024,DynaPoly_UnsetAllInteractFlags
800320BC,DynaPoly_UpdateContext
80032228,DynaPoly_UpdateBgActorTransforms
800322B8,BgCheck_RaycastDownDynaList
800324A0,BgCheck_RaycastDownDyna
80032948,BgCheck_SphVsDynaWallInBgActor
8003300C,BgCheck_SphVsDynaWall
80033248,BgCheck_CheckDynaCeilingList
800334A4,BgCheck_CheckDynaCeiling
80033608,BgCheck_CheckLineAgainstBgActorSSList
8003378C,BgCheck_CheckLineAgainstBgActor
800338A8,BgCheck_CheckLineAgainstDyna
80033A60,BgCheck_SphVsFirstDynaPolyList
80033B78,BgCheck_SphVsFirstDynaPolyInBgActor
80033CB8,BgCheck_SphVsFirstDynaPoly
80033E10,CollisionHeader_SegmentedToVirtual
80033EF4,CollisionHeader_GetVirtual
80033F48,func_800418D0
80033FF0,BgCheck_ResetPolyCheckTbl
80034028,SurfaceType_GetData
800340A0,SurfaceType_GetBgCamIndex
800340C4,BgCheck_GetBgCamSettingImpl
8003410C,BgCheck_GetBgCamSetting
800341A0,BgCheck_GetBgCamCountImpl
800341FC,BgCheck_GetBgCamCount
80034290,BgCheck_GetBgCamFuncDataImpl
80034318,BgCheck_GetBgCamFuncData
800343AC,SurfaceType_GetExitIndex
800343D4,SurfaceType_GetFloorType
800343FC,func_80041D70
80034424,SurfaceType_GetWallType
8003444C,SurfaceType_GetWallFlags
8003447C,SurfaceType_CheckWallFlag0
800344B0,SurfaceType_CheckWallFlag1
800344E4,SurfaceType_CheckWallFlag2
80034518,SurfaceType_GetFloorProperty2
80034540,SurfaceType_GetFloorProperty
80034568,SurfaceType_IsSoft
80034590,SurfaceType_IsHorseBlocked
800345B8,SurfaceType_GetMaterial
800345DC,SurfaceType_GetSfxOffset
80034624,SurfaceType_GetFloorEffect
8003464C,SurfaceType_GetLightSetting
80034674,SurfaceType_GetEcho
8003469C,SurfaceType_CanHookshot
800346C4,SurfaceType_IsIgnoredByEntities
80034700,SurfaceType_IsIgnoredByProjectiles
8003473C,SurfaceType_IsFloorConveyor
80034778,SurfaceType_GetConveyorSpeed
800347A0,SurfaceType_GetConveyorDirection
800347C8,func_80042108
800347FC,WaterBox_GetSurface1
80034908,WaterBox_GetSurfaceImpl
80034A60,WaterBox_GetSurface2
80034BFC,WaterBox_GetBgCamIndex
80034C10,WaterBox_GetBgCamSetting
80034C68,WaterBox_GetLightIndex
80034C80,func_800425B0
80034DD8,func_80042708
80034E88,func_800427B4
80034F40,DynaPolyActor_UpdateCarriedActorPos
8003507C,DynaPolyActor_UpdateCarriedActorRotY
80035110,func_80043334
80035180,DynaPolyActor_TransformCarriedActor
80035260,DynaPolyActor_Init
80035284,DynaPolyActor_UnsetAllInteractFlags
80035290,DynaPolyActor_SetActorOnTop
800352A4,DynaPolyActor_SetPlayerOnTop
800352B8,DynaPoly_SetPlayerOnTop
800352E8,DynaPolyActor_SetPlayerAbove
800352FC,DynaPoly_SetPlayerAbove
8003532C,func_80043538
80035340,DynaPolyActor_IsActorOnTop
80035364,DynaPolyActor_IsPlayerOnTop
80035388,DynaPolyActor_IsPlayerAbove
800353AC,func_800435B4
800353D0,func_800435D8
800355F0,Camera_InterpolateCurve
8003569C,Camera_LERPCeilF
800356E0,Camera_LERPFloorF
80035724,Camera_LERPCeilS
800357B8,Camera_LERPFloorS
8003584C,Camera_LERPCeilVec3f
800358D0,func_80043ABC
80035910,func_80043B60
80035940,Camera_Vec3sToVec3f
800359A8,Camera_AddVecGeoToVec3f
80035A28,Camera_Vec3fTranslateByUnitVector
80035A94,Camera_BGCheckInfo
80035CBC,Camera_BGCheck
80035D18,func_80043F94
800360D0,func_80044340
8003612C,Camera_CheckOOB
800361C8,Camera_GetFloorYNorm
800362AC,Camera_GetFloorY
80036308,Camera_GetFloorYLayer
800364CC,Camera_GetBgCamSetting
80036500,Camera_GetBgCamFuncData
80036530,Camera_GetBgCamIndex
800365B0,Camera_GetBgCamFuncDataUnderPlayer
80036660,Camera_GetWaterBoxBgCamIndex
80036740,Camera_GetWaterSurface
80036808,Camera_XZAngle
80036870,Camera_GetPitchAdjFromFloorHeightDiffs
80036B9C,Camera_CalcUpFromPitchYawRoll
80036DD8,Camera_ClampLERPScale
80036E30,Camera_CopyDataToRegs
80036E40,Camera_UpdateInterface
80036F4C,Camera_BGCheckCorner
80036FB4,func_80045508
800371C4,Camera_CalcSlopeYAdj
80037258,Camera_CalcAtDefault
80037370,func_800458D4
80037528,func_80045B08
80037688,Camera_CalcAtForParallel
800379EC,Camera_CalcAtForLockOn
80037EA4,Camera_CalcAtForHorse
80038060,Camera_LERPClampDist
80038118,Camera_ClampDist
8003822C,Camera_CalcDefaultPitch
8003838C,Camera_CalcDefaultYaw
800384E0,func_80046E20
80038A04,Camera_Noop
80038A14,Camera_Normal1
8003946C,Camera_Normal2
80039BFC,Camera_Normal3
8003A2A4,Camera_Normal4
8003A2C4,Camera_Normal0
8003A2E4,Camera_Parallel1
8003AB70,Camera_Parallel2
8003AB90,Camera_Parallel3
8003ABF4,Camera_Parallel4
8003AC14,Camera_Parallel0
8003AC34,Camera_Jump1
8003B274,Camera_Jump2
8003BB60,Camera_Jump3
