80000400,entrypoint
800222A0,func_8002E2AC
800224AC,Actor_UpdateBgCheckInfo
8002282C,func_8002E830
80022A08,func_8002EABC
80022A40,func_8002EB44
80022A78,func_8002EBCC
80022B94,func_8002ED80
80022CB0,Actor_GetFocus
80022CE4,Actor_GetWorld
80022D18,Actor_GetWorldPosShapeRot
80022D94,func_8002EFC0
80022E64,func_8002F090
80022EA0,func_8002F0C8
80022F70,Actor_TalkOfferAccepted
80022FA0,Actor_OfferTalkExchange
80023074,Actor_OfferTalkExchangeEquiCylinder
800230A8,Actor_OfferTalk
800230D0,Actor_OfferTalkNearColChkInfoCylinder
80023110,Actor_TextboxIsClosing
80023144,func_8002F368
80023154,Actor_GetScreenPos
800231F0,Actor_HasParent
80023214,Actor_OfferGetItem
80023334,Actor_OfferGetItemNearby
80023360,Actor_OfferCarry
80023380,Actor_HasNoParent
800233A4,func_8002F5C4
800233D4,Actor_SetClosestSecretDistance
800233FC,Actor_IsMounted
80023420,Actor_SetRideActor
80023458,Actor_NotMounted
8002347C,func_8002F698
800234BC,func_8002F6D4
80023504,func_8002F71C
80023540,func_8002F758
80023588,func_8002F7A0
800235C4,Player_PlaySfx
80023610,Actor_PlaySfx
8002363C,func_8002F850
800236E0,func_8002F8F0
80023714,func_8002F91C
80023748,func_8002F948
8002377C,func_8002F974
800237A4,func_8002F994
800237FC,func_8002F9EC
80023874,func_8002FA60
800239C4,Actor_DrawFaroresWindPointer
80024208,func_80030488
80024230,Actor_DisableLens
8002425C,Actor_InitContext
800243B0,Actor_UpdateAll
8002484C,Actor_FaultPrint
800248C0,Actor_Draw
80024B80,func_80030ED8
80024C50,Actor_DrawLensOverlay
80024DC4,Actor_DrawLensActors
80024FF8,func_800314B0
8002501C,func_800314D4
800250F4,func_800315AC
8002530C,Actor_KillAllWithMissingObject
800253A8,Actor_FreezeAllEnemies
800253F8,func_80031B14
80025520,func_80031C3C
800255D8,Actor_AddToCategory
80025620,Actor_RemoveFromCategory
800256EC,Actor_FreeOverlay
80025750,Actor_Spawn
80025A30,Actor_SpawnAsChild
80025AC8,Actor_SpawnTransitionActors
80025C04,Actor_SpawnEntry
80025C88,Actor_Delete
80025D8C,func_80032880
80025DE0,func_800328D4
80025FFC,func_80032AF0
8002614C,Actor_Find
8002618C,Enemy_StartFinishingBlow
800261C4,func_80032CB4
80026278,func_80032D60
80026344,BodyBreak_Alloc
8002643C,BodyBreak_SetInfo
80026544,BodyBreak_SpawnParts
80026728,Actor_SpawnFloorDustRing
80026948,func_80033480
80026B08,Actor_GetCollidedExplosive
80026B4C,func_80033684
80026C14,Actor_ChangeCategory
80026C54,Actor_GetProjectileActor
80026E14,Actor_SetTextWithPrefix
80026E90,Actor_TestFloorInDirection
80026F5C,Actor_IsTargeted
80026F90,Actor_OtherIsTargeted
80026FC4,func_80033AEC
80027110,func_80033C30
8002725C,Actor_RequestQuake
800272C4,Actor_RequestQuakeWithSpeed
80027334,Actor_RequestQuakeAndRumble
800273A4,Rand_ZeroFloat
800273D0,Rand_CenteredFloat
80027408,Actor_DrawDoorLock
800276B0,func_8003424C
800276D0,Actor_SetColorFilter
80027754,func_800342EC
800277C8,func_8003435C
8002783C,Npc_UpdateTalking
8002792C,Npc_TrackPointWithLimits
80027C60,Npc_GetTrackingPresetMaxPlayerYaw
80027C8C,Npc_UpdateAutoTurn
80027E94,Npc_TrackPoint
80027FAC,func_80034B28
80027FD0,func_80034B54
8002800C,func_80034BA0
80028104,func_80034CC4
800281E8,func_80034DD4
800282D8,Animation_ChangeByInfo
80028370,func_80034F54
80028534,Actor_Noop
80028544,func_80035124
80028688,Gfx_DrawDListOpa
80028708,Gfx_DrawDListXlu
80028788,func_800353E8
80028798,Actor_FindNearby
8002885C,func_800354B4
80028904,func_8003555C
80028960,func_800355B8
8002898C,func_800355E4
800289D0,Actor_ApplyDamage
800289FC,Actor_SetDropFlag
80028AE8,Actor_SetDropFlagJntSph
80028BF0,func_80035844
80028C84,func_800358DC
80028D60,func_800359B8
80028EC4,func_80035B18
80028EF4,Flags_GetEventChkInf
80028F20,Flags_SetEventChkInf
80028F54,Flags_GetInfTable
80028F80,Flags_SetInfTable
80028FB4,func_80035BFC
8002A208,func_80036E50
8002A898,func_800374E0
8002AFEC,func_80037C30
8002B01C,func_80037C5C
8002B058,func_80037C94
8002B07C,func_80037CB8
8002B160,func_80037D98
8002B2F8,Actor_TrackNone
8002B394,Actor_TrackPoint
8002B528,Actor_TrackPlayerSetFocusHeight
8002B664,Actor_TrackPlayer
8002B7A0,ActorOverlayTable_LogPrint
8002B7A8,ActorOverlayTable_FaultPrint
8002B92C,ActorOverlayTable_Init
8002B96C,ActorOverlayTable_Cleanup
8002B9A0,SSNode_SetValue
8002B9BC,SSList_SetNull
8002B9CC,SSNodeList_SetSSListHead
8002BA24,DynaSSNodeList_SetSSListHead
8002BA7C,DynaSSNodeList_Initialize
8002BA90,DynaSSNodeList_Alloc
8002BAE0,DynaSSNodeList_ResetCount
8002BAEC,DynaSSNodeList_GetNextNodeIdx
8002BB1C,BgCheck_Vec3sToVec3f
8002BB60,BgCheck_Vec3fToVec3s
8002BBA4,CollisionPoly_GetMinY
8002BC50,CollisionPoly_GetNormalF
8002BCA8,func_80038A28
8002BDFC,CollisionPoly_GetPointDistanceFromPlane
8002BE64,CollisionPoly_GetVertices
8002BF04,CollisionPoly_GetVerticesByBgId
8002BF84,CollisionPoly_CheckYIntersectApprox1
8002C0B8,CollisionPoly_CheckYIntersect
8002C164,CollisionPoly_CheckYIntersectApprox2
8002C1A4,CollisionPoly_CheckXIntersectApprox
8002C248,CollisionPoly_CheckZIntersectApprox
8002C2EC,CollisionPoly_LineVsPoly
8002C5CC,CollisionPoly_SphVsPoly
8002C69C,StaticLookup_AddPolyToSSList
8002C8BC,StaticLookup_AddPoly
8002C950,BgCheck_RaycastDownStaticList
8002CB8C,BgCheck_RaycastDownStatic
8002CCA4,BgCheck_ComputeWallDisplacement
8002CD54,BgCheck_SphVsStaticWall
8002D5E8,BgCheck_CheckStaticCeiling
8002D7C0,BgCheck_CheckLineAgainstSSList
8002D9E4,BgCheck_CheckLineInSubdivision
8002DB70,BgCheck_SphVsFirstStaticPolyList
8002DD40,BgCheck_SphVsFirstStaticPoly
8002DE78,BgCheck_GetNearestStaticLookup
8002DF2C,BgCheck_GetStaticLookup
8002DFF8,BgCheck_GetStaticLookupIndicesFromPos
8002E0D8,BgCheck_GetSubdivisionMinBounds
8002E27C,BgCheck_GetSubdivisionMaxBounds
8002E448,BgCheck_GetPolySubdivisionBounds
8002E5F8,BgCheck_PolyIntersectsSubdivision
8002ED4C,BgCheck_InitializeStaticLookup
8002F14C,BgCheck_IsSpotScene
8002F190,BgCheck_TryGetCustomMemsize
8002F228,BgCheck_SetSubdivisionDimension
8002F2B0,BgCheck_Allocate
8002F694,BgCheck_GetCollisionHeader
8002F6FC,BgCheck_PosInStaticBoundingBox
8002F7B8,BgCheck_RaycastDownImpl
8002F988,BgCheck_CameraRaycastDown1
8002F9E4,BgCheck_EntityRaycastDown1
8002FA40,BgCheck_EntityRaycastDown2
8002FA94,BgCheck_EntityRaycastDown3
8002FAF8,BgCheck_EntityRaycastDown4
8002FB60,BgCheck_EntityRaycastDown5
8002FBB8,BgCheck_EntityRaycastDown6
8002FC1C,BgCheck_EntityRaycastDown7
8002FC84,BgCheck_AnyRaycastDown1
8002FD38,BgCheck_AnyRaycastDown2
8002FDF0,BgCheck_CameraRaycastDown2
8002FE54,BgCheck_EntityRaycastDownWalls
8002FEBC,BgCheck_EntityRaycastDown9
8002FF20,BgCheck_CheckWallImpl
8003055C,BgCheck_EntitySphVsWall1
800305C0,BgCheck_EntitySphVsWall2
80030624,BgCheck_EntitySphVsWall3
8003068C,BgCheck_EntitySphVsWall4
800306F8,BgCheck_CheckCeilingImpl
80030818,BgCheck_AnyCheckCeiling
80030864,BgCheck_EntityCheckCeiling
800308B4,BgCheck_CheckLineImpl
80030D94,BgCheck_GetBccFlags
80030DDC,BgCheck_CameraLineTest1
80030E68,BgCheck_CameraLineTest2
80030EF4,BgCheck_EntityLineTest1
80030F80,BgCheck_EntityLineTest2
80031010,BgCheck_EntityLineTest3
8003109C,BgCheck_ProjectileLineTest
80031128,BgCheck_AnyLineTest1
8003116C,BgCheck_AnyLineTest2
800311F8,BgCheck_AnyLineTest3
80031284,BgCheck_SphVsFirstPolyImpl
80031348,BgCheck_SphVsFirstPoly
8003138C,BgCheck_SphVsFirstWall
800313D4,SSNodeList_Initialize
800313EC,SSNodeList_Alloc
8003145C,SSNodeList_GetNextNode
80031498,SSNodeList_GetNextNodeIdx
800314AC,ScaleRotPos_Initialize
800314EC,ScaleRotPos_SetValue
8003153C,ScaleRotPos_Equals
80031610,DynaLookup_ResetLists
80031650,DynaLookup_Reset
80031670,DynaLookup_ResetVtxStartIndex
8003167C,BgActor_Initialize
800316DC,BgActor_SetActor
80031794,BgActor_IsTransformUnchanged
800317BC,DynaPoly_NullPolyList
800317C8,DynaPoly_AllocPolyList
80031804,DynaPoly_NullVtxList
80031810,DynaPoly_AllocVtxList
80031858,DynaPoly_SetBgActorPrevTransform
800318A4,DynaPoly_IsBgIdBgActor
800318C4,DynaPoly_Init
80031910,DynaPoly_Alloc
800319E4,DynaPoly_SetBgActor
80031AA4,DynaPoly_GetActor
80031B18,DynaPoly_DisableCollision
80031B70,DynaPoly_EnableCollision
80031BC8,DynaPoly_DisableCeilingCollision
80031C20,DynaPoly_EnableCeilingCollision
80031C78,DynaPoly_DeleteBgActor
80031D00,DynaPoly_InvalidateLookup
80031D18,DynaPoly_AddBgActorToLookup
80032664,DynaPoly_UnsetAllInteractFlags
800326FC,DynaPoly_UpdateContext
80032868,DynaPoly_UpdateBgActorTransforms
800328F8,BgCheck_RaycastDownDynaList
80032AE0,BgCheck_RaycastDownDyna
80032F88,BgCheck_SphVsDynaWallInBgActor
8003364C,BgCheck_SphVsDynaWall
80033888,BgCheck_CheckDynaCeilingList
80033AE4,BgCheck_CheckDynaCeiling
80033C48,BgCheck_CheckLineAgainstBgActorSSList
80033DCC,BgCheck_CheckLineAgainstBgActor
80033EE8,BgCheck_CheckLineAgainstDyna
800340A0,BgCheck_SphVsFirstDynaPolyList
800341B8,BgCheck_SphVsFirstDynaPolyInBgActor
800342F8,BgCheck_SphVsFirstDynaPoly
80034450,CollisionHeader_SegmentedToVirtual
80034534,CollisionHeader_GetVirtual
80034588,func_800418D0
80034630,BgCheck_ResetPolyCheckTbl
80034668,SurfaceType_GetData
800346E0,SurfaceType_GetBgCamIndex
80034704,BgCheck_GetBgCamSettingImpl
8003474C,BgCheck_GetBgCamSetting
800347E0,BgCheck_GetBgCamCountImpl
8003483C,BgCheck_GetBgCamCount
800348D0,BgCheck_GetBgCamFuncDataImpl
80034958,BgCheck_GetBgCamFuncData
800349EC,SurfaceType_GetExitIndex
80034A14,SurfaceType_GetFloorType
80034A3C,func_80041D70
80034A64,SurfaceType_GetWallType
80034A8C,SurfaceType_GetWallFlags
80034ABC,SurfaceType_CheckWallFlag0
80034AF0,SurfaceType_CheckWallFlag1
80034B24,SurfaceType_CheckWallFlag2
80034B58,SurfaceType_GetFloorProperty2
80034B80,SurfaceType_GetFloorProperty
80034BA8,SurfaceType_IsSoft
80034BD0,SurfaceType_IsHorseBlocked
80034BF8,SurfaceType_GetMaterial
80034C1C,SurfaceType_GetSfxOffset
80034C64,SurfaceType_GetFloorEffect
80034C8C,SurfaceType_GetLightSetting
80034CB4,SurfaceType_GetEcho
80034CDC,SurfaceType_CanHookshot
80034D04,SurfaceType_IsIgnoredByEntities
80034D40,SurfaceType_IsIgnoredByProjectiles
80034D7C,SurfaceType_IsFloorConveyor
80034DB8,SurfaceType_GetConveyorSpeed
80034DE0,SurfaceType_GetConveyorDirection
80034E08,func_80042108
80034E3C,WaterBox_GetSurface1
80034F48,WaterBox_GetSurfaceImpl
800350A0,WaterBox_GetSurface2
8003523C,WaterBox_GetBgCamIndex
80035250,WaterBox_GetBgCamSetting
800352A8,WaterBox_GetLightIndex
800352C0,func_800425B0
80035418,func_80042708
800354C8,func_800427B4
80035580,DynaPolyActor_UpdateCarriedActorPos
800356BC,DynaPolyActor_UpdateCarriedActorRotY
80035750,func_80043334
800357C0,DynaPolyActor_TransformCarriedActor
800358A0,DynaPolyActor_Init
800358C4,DynaPolyActor_UnsetAllInteractFlags
800358D0,DynaPolyActor_SetActorOnTop
800358E4,DynaPolyActor_SetPlayerOnTop
800358F8,DynaPoly_SetPlayerOnTop
80035928,DynaPolyActor_SetPlayerAbove
8003593C,DynaPoly_SetPlayerAbove
8003596C,func_80043538
80035980,DynaPolyActor_IsActorOnTop
800359A4,DynaPolyActor_IsPlayerOnTop
800359C8,DynaPolyActor_IsPlayerAbove
800359EC,func_800435B4
80035A10,func_800435D8
80035C30,Camera_InterpolateCurve
80035CDC,Camera_LERPCeilF
80035D20,Camera_LERPFloorF
80035D64,Camera_LERPCeilS
80035DF8,Camera_LERPFloorS
80035E8C,Camera_LERPCeilVec3f
80035F10,func_80043ABC
80035F50,func_80043B60
80035F80,Camera_Vec3sToVec3f
80035FE8,Camera_AddVecGeoToVec3f
80036068,Camera_Vec3fTranslateByUnitVector
800360D4,Camera_BGCheckInfo
800362FC,Camera_BGCheck
80036358,func_80043F94
80036710,func_80044340
8003676C,Camera_CheckOOB
80036808,Camera_GetFloorYNorm
800368EC,Camera_GetFloorY
80036948,Camera_GetFloorYLayer
80036B0C,Camera_GetBgCamSetting
80036B40,Camera_GetBgCamFuncData
80036B70,Camera_GetBgCamIndex
80036BF0,Camera_GetBgCamFuncDataUnderPlayer
80036CA0,Camera_GetWaterBoxBgCamIndex
80036D80,Camera_GetWaterSurface
80036E48,Camera_XZAngle
80036EB0,Camera_GetPitchAdjFromFloorHeightDiffs
800371DC,Camera_CalcUpFromPitchYawRoll
80037418,Camera_ClampLERPScale
80037470,Camera_CopyDataToRegs
80037480,Camera_UpdateInterface
8003758C,Camera_BGCheckCorner
800375F4,func_80045508
80037804,Camera_CalcSlopeYAdj
80037898,Camera_CalcAtDefault
800379B0,func_800458D4
80037B68,func_80045B08
80037CC8,Camera_CalcAtForParallel
8003802C,Camera_CalcAtForLockOn
800384E4,Camera_CalcAtForHorse
800386A0,Camera_LERPClampDist
80038758,Camera_ClampDist
8003886C,Camera_CalcDefaultPitch
800389CC,Camera_CalcDefaultYaw
80038B20,func_80046E20
