name,text size,data size,rodata size,ovl size,bss size
ovl_Bg_Hidan_Hamstep,0xD30,0x130,0x140,0x150,0x0
ovl_Bg_Hidan_Hrock,0x6D0,0xC0,0x10,0x90,0x0
ovl_Bg_Hidan_Kousi,0x4E0,0x50,0xB0,0xE0,0x0
ovl_Bg_Hidan_Kowarerukabe,0xDD0,0xA0,0x110,0xE0,0x0
ovl_Bg_Hidan_Rock,0xEE0,0x90,0x70,0x1A0,0x0
ovl_Bg_Hidan_Rsekizou,0xA60,0x140,0x80,0xA0,0x0
ovl_Bg_Hidan_Sekizou,0x12A0,0x140,0x70,0xC0,0x0
ovl_Bg_Hidan_Sima,0xDB0,0xA0,0xA0,0x100,0x0
ovl_Bg_Hidan_Syoku,0x3A0,0x30,0x10,0x70,0x0
ovl_Bg_Ice_Objects,0xC80,0x90,0x20,0x200,0x0
ovl_Bg_Ice_Shelter,0xF90,0x130,0x110,0x1B0,0x0
ovl_Bg_Ice_Shutter,0x3D0,0x30,0x0,0x60,0x0
ovl_Bg_Ice_Turara,0x700,0x70,0x10,0xA0,0x0
ovl_Bg_Ingate,0x350,0x20,0x40,0x70,0x0
ovl_Bg_Jya_1flift,0x580,0x70,0x80,0xF0,0x0
ovl_Bg_Jya_Amishutter,0x310,0x30,0x60,0x80,0x0
ovl_Bg_Jya_Bigmirror,0x7F0,0x90,0x140,0x100,0x0
ovl_Bg_Jya_Block,0x240,0x30,0x40,0x50,0x0
ovl_Bg_Jya_Bombchuiwa,0xA80,0x80,0x110,0xF0,0x0
ovl_Bg_Jya_Bombiwa,0x560,0x70,0xF0,0x90,0x0
ovl_Bg_Jya_Cobra,0x1980,0x300,0x1E0,0x220,0x0
ovl_Bg_Jya_Goroiwa,0x5E0,0x70,0x30,0xD0,0x0
ovl_Bg_Jya_Haheniron,0x660,0xB0,0x10,0xC0,0x0
ovl_Bg_Jya_Ironobj,0xBE0,0xE0,0xC0,0x120,0x0
ovl_Bg_Jya_Kanaami,0x340,0x30,0x80,0x70,0x0
ovl_Bg_Jya_Lift,0x480,0x40,0x30,0xA0,0x0
ovl_Bg_Jya_Megami,0xE90,0x250,0xC0,0x170,0x0
ovl_Bg_Jya_Zurerukabe,0x580,0x90,0x100,0x120,0x0
ovl_Bg_Menkuri_Eye,0x400,0x60,0x50,0x80,0x10
ovl_Bg_Menkuri_Kaiten,0x120,0x30,0x0,0x30,0x0
ovl_Bg_Menkuri_Nisekabe,0xE0,0x30,0x0,0x40,0x0
ovl_Bg_Mizu_Bwall,0x1220,0x1D0,0x210,0x1B0,0x0
ovl_Bg_Mizu_Movebg,0xEF0,0xA0,0xD0,0x1B0,0x10
ovl_Bg_Mizu_Shutter,0x6D0,0x60,0x70,0xF0,0x0
ovl_Bg_Mizu_Uzu,0x160,0x30,0x0,0x40,0x0
ovl_Bg_Mizu_Water,0xC60,0x70,0xC0,0x140,0x0
ovl_Bg_Mjin,0x360,0x40,0x30,0x70,0x0
ovl_Bg_Mori_Bigst,0x900,0x40,0x1D0,0x130,0x0
ovl_Bg_Mori_Elevator,0xA10,0x40,0x190,0x180,0x0
ovl_Bg_Mori_Hashigo,0x820,0x90,0x160,0xF0,0x0
ovl_Bg_Mori_Hashira4,0x540,0x40,0x110,0xD0,0x10
ovl_Bg_Mori_Hineri,0xC10,0x40,0xD0,0x150,0x0
ovl_Bg_Mori_Idomizu,0x5D0,0x30,0xC0,0xC0,0x0
ovl_Bg_Mori_Kaitenkabe,0x5F0,0x30,0xE0,0xB0,0x0
ovl_Bg_Mori_Rakkatenjo,0x8F0,0x40,0x1F0,0x180,0x0
ovl_Bg_Po_Event,0x1AA0,0x100,0x60,0x290,0x10
ovl_Bg_Po_Syokudai,0x8B0,0x70,0x80,0x90,0x0
ovl_Bg_Pushbox,0x2A0,0x30,0x40,0x60,0x0
ovl_Bg_Relay_Objects,0x690,0x30,0x10,0xC0,0x0
ovl_Bg_Spot00_Break,0x140,0x30,0x0,0x30,0x0
ovl_Bg_Spot00_Hanebasi,0x1010,0x40,0xD0,0x120,0x0
ovl_Bg_Spot01_Fusya,0x240,0x30,0x50,0x60,0x0
ovl_Bg_Spot01_Idohashira,0xB50,0x40,0x170,0x100,0x0
ovl_Bg_Spot01_Idomizu,0x2B0,0x30,0x60,0x60,0x0
ovl_Bg_Spot01_Idosoko,0x1D0,0x30,0x60,0x60,0x0
ovl_Bg_Spot01_Objects2,0x3A0,0x50,0x90,0xA0,0x0
ovl_Bg_Spot02_Objects,0x11F0,0x70,0xE0,0x140,0x0
ovl_Bg_Spot03_Taki,0x8B0,0x30,0x50,0x60,0x0
ovl_Bg_Spot05_Soko,0x290,0x30,0x0,0x50,0x0
ovl_Bg_Spot06_Objects,0x1190,0x60,0xE0,0x1E0,0x0
ovl_Bg_Spot07_Taki,0x5B0,0x30,0x60,0x60,0x0
ovl_Bg_Spot08_Bakudankabe,0x540,0xD0,0x10,0x70,0x0
ovl_Bg_Spot08_Iceblock,0xD30,0x80,0x1A0,0x230,0x0
ovl_Bg_Spot09_Obj,0x490,0x70,0xF0,0xB0,0x0
ovl_Bg_Spot11_Bakudankabe,0x560,0x70,0x30,0x70,0x0
ovl_Bg_Spot11_Oasis,0x600,0x80,0x60,0xC0,0x0
ovl_Bg_Spot12_Gate,0x380,0x30,0x60,0x80,0x0
ovl_Bg_Spot12_Saku,0x400,0x30,0x70,0xA0,0x0
ovl_Bg_Spot15_Rrbox,0xC30,0x90,0xF0,0x140,0x0
ovl_Bg_Spot15_Saku,0x2E0,0x20,0x60,0x80,0x0
ovl_Bg_Spot16_Bombstone,0x11A0,0x2D0,0x1D0,0x1D0,0x0
ovl_Bg_Spot16_Doughnut,0x5B0,0x40,0xF0,0xA0,0x0
ovl_Bg_Spot17_Bakudankabe,0x6C0,0x30,0xD0,0x80,0x0
ovl_Bg_Spot17_Funen,0x200,0x30,0x70,0x70,0x0
ovl_Bg_Spot18_Basket,0xE40,0xA0,0x60,0x130,0x0
ovl_Bg_Spot18_Futa,0x130,0x30,0x0,0x30,0x0
ovl_Bg_Spot18_Obj,0x7C0,0x80,0x140,0x140,0x0
ovl_Bg_Spot18_Shutter,0x480,0x30,0x0,0x90,0x0
ovl_Bg_Sst_Floor,0x500,0x30,0x50,0x70,0x0
ovl_Bg_Toki_Hikari,0xD50,0x30,0xF0,0xD0,0x0
ovl_Bg_Toki_Swd,0x4B0,0x1130,0x40,0xA0,0x0
ovl_Bg_Treemouth,0x920,0xBC0,0x80,0x180,0x0
ovl_Bg_Umajump,0x120,0x30,0x0,0x30,0x0
ovl_Bg_Vb_Sima,0x690,0x30,0x50,0x90,0x0
ovl_Bg_Ydan_Hasi,0x700,0x30,0x50,0xC0,0x0
ovl_Bg_Ydan_Maruta,0x5A0,0xB0,0x0,0x80,0x0
ovl_Bg_Ydan_Sp,0x1500,0xE0,0xB0,0x180,0x0
ovl_Bg_Zg,0x3F0,0x30,0xB0,0xA0,0x0
ovl_Boss_Dodongo,0x5E50,0x35C0,0x240,0x5E0,0x0
ovl_Boss_Fd,0x6880,0x5F0,0x3B0,0x690,0x0
ovl_Boss_Fd2,0x3940,0x320,0x220,0x380,0x0
ovl_Boss_Ganon,0xE370,0x12E70,0x830,0x1140,0x3B80
ovl_Boss_Ganon2,0x9E00,0x6980,0x6E0,0xD80,0x1B20
ovl_Boss_Ganondrof,0x4670,0x490,0x3E0,0x4F0,0x0
ovl_Boss_Goma,0x5430,0x5F0,0x1E0,0x4F0,0x0
ovl_Boss_Mo,0xA1B0,0xC90,0x580,0xC00,0x4B10
ovl_Boss_Sst,0xA3C0,0xF60,0x190,0x1210,0x40
ovl_Boss_Tw,0x11AE0,0x2B0,0x7D0,0x1610,0x2A80
ovl_Boss_Va,0xCC80,0x470,0x5B0,0x15F0,0x8A00
ovl_Demo_6K,0x2960,0x130,0x280,0x470,0x0
ovl_Demo_Du,0x26D0,0xE30,0x120,0x3C0,0x0
ovl_Demo_Ec,0x2EA0,0x2E0,0x1E0,0x740,0x0
ovl_Demo_Effect,0x58A0,0x90,0x510,0x600,0x0
ovl_Demo_Ext,0x8E0,0x40,0xE0,0xB0,0x0
ovl_Demo_Geff,0x730,0x70,0x1E0,0x170,0x0
ovl_Demo_Gj,0x34B0,0x1B0,0x2F0,0x5F0,0x0
ovl_Demo_Go,0xBD0,0x50,0xB0,0x130,0x0
ovl_Demo_Gt,0x4F50,0x1C0,0x440,0x740,0x0
ovl_Demo_Ik,0x13D0,0xE0,0x250,0x1E0,0x0
ovl_Demo_Im,0x2C50,0xFE0,0x210,0x460,0x0
ovl_Demo_Kankyo,0x2A90,0xF60,0x2F0,0x420,0x50
ovl_Demo_Kekkai,0x10C0,0x140,0x100,0x190,0x0
ovl_Demo_Sa,0x1C80,0xD00,0x160,0x2F0,0x0
ovl_Demo_Shd,0x430,0x1FA0,0x30,0x90,0x0
ovl_Demo_Tre_Lgt,0x6B0,0x50,0xA0,0x90,0x0
ovl_Door_Ana,0x5B0,0x70,0x40,0x90,0x0
ovl_Door_Gerudo,0x570,0x30,0x50,0x80,0x0
ovl_Door_Killer,0x1340,0xD0,0xA0,0x1A0,0x0
ovl_Door_Shutter,0x1E30,0x220,0xD0,0x260,0x0
ovl_Door_Toki,0x100,0x30,0x0,0x30,0x0
ovl_Door_Warp1,0x3E00,0x30,0x280,0x470,0x10
ovl_Efc_Erupc,0xAA0,0x40,0xA0,0xA0,0x0
ovl_Eff_Dust,0x1270,0x30,0xC0,0x180,0x0
ovl_Effect_Ss_Blast,0x360,0x10,0x40,0x50,0x0
ovl_Effect_Ss_Bomb,0x3D0,0x20,0x40,0x70,0x0
ovl_Effect_Ss_Bomb2,0x880,0x50,0x80,0xA0,0x0
ovl_Effect_Ss_Bubble,0x450,0x10,0x50,0x60,0x0
ovl_Effect_Ss_D_Fire,0x4A0,0x20,0x40,0x50,0x0
ovl_Effect_Ss_Dead_Db,0x480,0x30,0x40,0x50,0x0
ovl_Effect_Ss_Dead_Dd,0x560,0x10,0x60,0x60,0x0
ovl_Effect_Ss_Dead_Ds,0x460,0x10,0x50,0x60,0x0
ovl_Effect_Ss_Dead_Sound,0x120,0x10,0x20,0x30,0x0
ovl_Effect_Ss_Dt_Bubble,0x550,0x20,0x50,0x60,0x0
ovl_Effect_Ss_Dust,0x770,0x30,0x50,0xA0,0x0
ovl_Effect_Ss_En_Fire,0x6E0,0x20,0x50,0x80,0x0
ovl_Effect_Ss_En_Ice,0x850,0x20,0x90,0x90,0x0
ovl_Effect_Ss_Extra,0x3A0,0x20,0x40,0x60,0x0
ovl_Effect_Ss_Fcircle,0x470,0x10,0x50,0x70,0x0
ovl_Effect_Ss_Fhg_Flash,0xA20,0x500,0xE0,0xE0,0x0
ovl_Effect_Ss_Fire_Tail,0x690,0x10,0x70,0x80,0x0
ovl_Effect_Ss_G_Fire,0x200,0x40,0x0,0x40,0x0
ovl_Effect_Ss_G_Magma,0x1D0,0x40,0x0,0x40,0x0
ovl_Effect_Ss_G_Magma2,0x4C0,0x50,0x50,0x60,0x0
ovl_Effect_Ss_G_Ripple,0x520,0x20,0x40,0x50,0x0
ovl_Effect_Ss_G_Spk,0x560,0x20,0x30,0x60,0x0
ovl_Effect_Ss_G_Splash,0x400,0x40,0x10,0x60,0x0
ovl_Effect_Ss_Hahen,0x620,0x10,0x90,0xA0,0x0
ovl_Effect_Ss_HitMark,0x460,0xC0,0x30,0x60,0x0
ovl_Effect_Ss_Ice_Piece,0x410,0x10,0x60,0x70,0x0
ovl_Effect_Ss_Ice_Smoke,0x4C0,0x10,0x90,0x60,0x0
ovl_Effect_Ss_K_Fire,0x410,0x10,0x50,0x60,0x0
ovl_Effect_Ss_Kakera,0xEA0,0xA0,0xD0,0x180,0x0
ovl_Effect_Ss_KiraKira,0x5F0,0x10,0x50,0x90,0x0
ovl_Effect_Ss_Lightning,0x640,0x30,0x50,0x80,0x0
ovl_Effect_Ss_Sibuki,0x650,0x10,0x60,0x70,0x0
ovl_Effect_Ss_Sibuki2,0x300,0x30,0x50,0x50,0x0
ovl_Effect_Ss_Solder_Srch_Ball,0x160,0x10,0x0,0x30,0x0
ovl_Effect_Ss_Stick,0x350,0x20,0x50,0x70,0x0
ovl_Effect_Ss_Stone1,0x300,0x70,0x50,0x60,0x0
ovl_Elf_Msg,0x730,0x2B0,0x100,0x100,0x0
ovl_Elf_Msg2,0x510,0x130,0xE0,0x100,0x0
ovl_En_Am,0x2040,0x200,0x30,0x1E0,0x0
ovl_En_Ani,0xBB0,0x70,0x40,0x150,0x0
ovl_En_Anubice,0x1190,0x90,0x100,0x160,0x0
ovl_En_Anubice_Fire,0xC20,0xD0,0x70,0x100,0x0
ovl_En_Anubice_Tag,0x320,0x20,0x40,0x50,0x0
ovl_En_Arow_Trap,0x100,0x20,0x0,0x30,0x0
ovl_En_Arrow,0x1410,0x180,0xC0,0x190,0x0
ovl_En_Attack_Niw,0x1050,0x40,0x70,0x150,0x0
ovl_En_Ba,0x1D10,0xD0,0x60,0x150,0x0
ovl_En_Bb,0x37A0,0x1B0,0xE0,0x320,0x0
ovl_En_Bdfire,0xAC0,0x40,0x70,0xC0,0x0
ovl_En_Bigokuta,0x2740,0x110,0xF0,0x300,0x0
ovl_En_Bili,0x1D80,0xF0,0xF0,0x3B0,0x0
ovl_En_Bird,0x420,0x30,0x0,0x60,0x0
ovl_En_Blkobj,0x500,0x50,0x70,0xB0,0x0
ovl_En_Bom,0xD40,0xC0,0x60,0x100,0x0
ovl_En_Bom_Bowl_Man,0x13C0,0xD0,0x1D0,0x1B0,0x0
ovl_En_Bom_Bowl_Pit,0x8A0,0x40,0x70,0xA0,0x0
ovl_En_Bom_Chu,0x14E0,0x90,0x50,0x170,0x0
ovl_En_Bombf,0x12E0,0xC0,0x70,0x110,0x0
ovl_En_Boom,0x7B0,0x90,0x50,0xB0,0x0
ovl_En_Box,0x1A20,0x50,0xF0,0x1E0,0x10
ovl_En_Brob,0xF50,0x60,0x20,0x120,0x0
ovl_En_Bubble,0x1210,0xA0,0x70,0x150,0x0
ovl_En_Butte,0x1280,0x130,0xB0,0x210,0x0
ovl_En_Bw,0x2D50,0x130,0x190,0x3F0,0x0
ovl_En_Bx,0x990,0x100,0x50,0xD0,0x0
ovl_En_Changer,0x9F0,0x100,0x2E0,0x150,0x0
ovl_En_Clear_Tag,0x2660,0x6390,0x1A0,0x290,0x2A30
ovl_En_Cow,0x12C0,0x60,0x20,0x100,0x0
ovl_En_Crow,0x1400,0xB0,0x40,0x180,0x0
ovl_En_Cs,0xFF0,0xE0,0x60,0x150,0x0
ovl_En_Daiku,0x1510,0x130,0x60,0x150,0x0
ovl_En_Daiku_Kakariko,0x1170,0x110,0xA0,0x190,0x0
ovl_En_Dekubaba,0x36D0,0x1A0,0x1A0,0x380,0x0
ovl_En_Dekunuts,0x15D0,0x90,0x20,0x160,0x0
ovl_En_Dh,0x1860,0xE0,0x70,0x190,0x0
ovl_En_Dha,0xDB0,0x150,0x10,0xE0,0x0
ovl_En_Diving_Game,0x1820,0x60,0xE0,0x180,0x0
ovl_En_Dns,0x1070,0x1A0,0x1B0,0x1D0,0x0
ovl_En_Dnt_Demo,0xCC0,0x110,0x300,0x130,0x0
ovl_En_Dnt_Jiji,0x14A0,0x60,0x120,0x1C0,0x0
ovl_En_Dnt_Nomal,0x2AF0,0x100,0x1E0,0x330,0x0
ovl_En_Dodojr,0x1AD0,0xE0,0x30,0x2B0,0x0
ovl_En_Dodongo,0x2570,0x3A0,0x120,0x350,0x0
ovl_En_Dog,0xF20,0x140,0x50,0x150,0x0
ovl_En_Door,0xCB0,0x90,0x30,0xF0,0x0
ovl_En_Ds,0xAF0,0x30,0x0,0xE0,0x0
ovl_En_Du,0x15E0,0x230,0x60,0x250,0x0
ovl_En_Dy_Extra,0x530,0x50,0x80,0xA0,0x0
ovl_En_Eg,0x150,0x30,0x40,0x50,0x0
ovl_En_Eiyer,0x19B0,0x80,0x50,0x210,0x0
ovl_En_Elf,0x43D0,0xB0,0x190,0x4E0,0x0
ovl_En_Encount1,0xD30,0x40,0x3E0,0x120,0x0
ovl_En_Encount2,0x11C0,0x20,0x210,0x120,0x0
ovl_En_Ex_Item,0xF40,0x30,0x370,0x290,0x0
ovl_En_Ex_Ruppy,0xF10,0xB0,0x180,0x170,0x0
ovl_En_Fd,0x2740,0x320,0xD0,0x2C0,0x0
ovl_En_Fd_Fire,0xB60,0xE0,0x60,0x110,0x0
ovl_En_Fhg_Fire,0x2510,0xD0,0x1D0,0x210,0x0
ovl_En_Fire_Rock,0x1060,0x80,0x1F0,0x180,0x0
ovl_En_Firefly,0x1EA0,0xD0,0x70,0x230,0x0
ovl_En_Fish,0x1D90,0x90,0x160,0x310,0x0
ovl_En_Floormas,0x2F40,0xB0,0xD0,0x3D0,0x0
ovl_En_Fr,0x2650,0x120,0x200,0x500,0x0
ovl_En_Fu,0xBF0,0x70,0x20,0x100,0x10
ovl_En_Fw,0x15A0,0x100,0x50,0x130,0x0
ovl_En_Fz,0x1DB0,0xF0,0x90,0x1D0,0x0
ovl_En_G_Switch,0x1820,0xA0,0x3B0,0x230,0x0
ovl_En_Ganon_Mant,0xFA0,0x3180,0x70,0x110,0x0
ovl_En_Ganon_Organ,0x3C0,0x6BB0,0x90,0x180,0x0
ovl_En_Gb,0x14C0,0x160,0x70,0x160,0x0
ovl_En_Ge1,0x1DE0,0x70,0x110,0x300,0x0
ovl_En_Ge2,0x1720,0xE0,0x70,0x1E0,0x0
ovl_En_Ge3,0xB50,0x70,0x40,0xF0,0x0
ovl_En_GeldB,0x4CB0,0x220,0x100,0x470,0x0
ovl_En_GirlA,0x1E20,0x760,0x480,0x590,0x0
ovl_En_Gm,0xC50,0x60,0xB0,0x130,0x0
ovl_En_Go,0x3570,0x120,0x6E0,0xA50,0x0
ovl_En_Go2,0x53A0,0x4C0,0x250,0x6E0,0x0
ovl_En_Goma,0x28C0,0x100,0x110,0x310,0x0
ovl_En_Goroiwa,0x21C0,0xD0,0x180,0x270,0x0
ovl_En_Gs,0x1A60,0xD0,0x110,0x2C0,0x0
ovl_En_Guest,0x930,0x60,0xB0,0xF0,0x0
ovl_En_Hata,0x4A0,0x70,0x10,0x60,0x0
ovl_En_Heishi1,0x14D0,0x190,0x320,0x250,0x0
ovl_En_Heishi2,0x2050,0x50,0x3D0,0x330,0x0
ovl_En_Heishi3,0x900,0x50,0x90,0xB0,0x0
ovl_En_Heishi4,0xE00,0x60,0x170,0x160,0x0
ovl_En_Hintnuts,0x17E0,0x70,0x20,0x1A0,0x0
ovl_En_Holl,0xE10,0xD0,0x40,0x100,0x0
ovl_En_Honotrap,0x1330,0x110,0xE0,0x1A0,0x0
ovl_En_Horse,0xAB20,0x9F0,0x1E0,0xB70,0x0
ovl_En_Horse_Game_Check,0xED0,0x110,0x50,0xE0,0x0
ovl_En_Horse_Ganon,0xB30,0x140,0x10,0xF0,0x0
ovl_En_Horse_Link_Child,0x1AF0,0xF0,0x50,0x250,0x0
ovl_En_Horse_Normal,0x2100,0x210,0xA0,0x2D0,0x0
ovl_En_Horse_Zelda,0x8E0,0x110,0x10,0xD0,0x0
ovl_En_Hs,0xA10,0x60,0x70,0x120,0x0
ovl_En_Hs2,0x4E0,0x60,0x40,0x90,0x0
ovl_En_Hy,0x28F0,0x970,0x2E0,0x500,0x0
ovl_En_Ice_Hono,0x1000,0xB0,0xE0,0x190,0x0
ovl_En_Ik,0x4030,0x310,0x430,0x520,0x10
ovl_En_In,0x2870,0x1B0,0x130,0x320,0x0
ovl_En_Insect,0x2090,0x90,0x170,0x3B0,0x0
ovl_En_Ishi,0x1590,0x7A00,0x90,0x200,0x0
ovl_En_It,0xE0,0x60,0x0,0x40,0x0
ovl_En_Jj,0x940,0xBD0,0x30,0xD0,0x0
ovl_En_Js,0x880,0x60,0x0,0xB0,0x0
ovl_En_Jsjutan,0x12D0,0x39C0,0x80,0x160,0xB60
ovl_En_Kakasi,0xC70,0x50,0xE0,0x100,0x0
ovl_En_Kakasi2,0x990,0x50,0x230,0x100,0x0
ovl_En_Kakasi3,0xFF0,0x50,0x100,0x140,0x0
ovl_En_Kanban,0x24D0,0xB70,0x160,0x210,0x0
ovl_En_Karebaba,0x1680,0xC0,0xF0,0x230,0x0
ovl_En_Ko,0x3330,0x6A0,0x260,0x5C0,0x0
ovl_En_Kusa,0x1230,0xD0,0xA0,0x210,0x0
ovl_En_Kz,0x1350,0xD0,0x60,0x170,0x0
ovl_En_Light,0xCE0,0xA0,0x60,0xB0,0x0
ovl_En_Lightbox,0x410,0x20,0x10,0x30,0x0
ovl_En_M_Fire1,0x120,0x50,0x0,0x30,0x0
ovl_En_M_Thunder,0x1420,0x90,0xA0,0x160,0x0
ovl_En_Ma1,0xF90,0xC0,0xE0,0x1E0,0x0
ovl_En_Ma2,0xE60,0xD0,0x80,0x150,0x0
ovl_En_Ma3,0xD50,0xD0,0xD0,0x170,0x0
ovl_En_Mag,0x2320,0x70,0x30,0x110,0x0
ovl_En_Mb,0x3B90,0x290,0x90,0x350,0x0
ovl_En_Md,0x20A0,0x1C0,0xF0,0x360,0x0
ovl_En_Mk,0xD00,0x60,0x10,0x100,0x0
ovl_En_Mm,0x1350,0x140,0xA0,0x1B0,0x0
ovl_En_Mm2,0xC50,0xE0,0x90,0x110,0x0
ovl_En_Ms,0x5E0,0x80,0x10,0x90,0x0
ovl_En_Mu,0x7B0,0xA0,0x50,0xD0,0x0
ovl_En_Nb,0x3550,0xCB0,0x2D0,0x520,0x0
ovl_En_Niw,0x2E60,0x140,0x400,0x460,0x0
ovl_En_Niw_Girl,0xA00,0x70,0x150,0x100,0x0
ovl_En_Niw_Lady,0x1740,0xA0,0x3A0,0x290,0x0
ovl_En_Nutsball,0x550,0x70,0x40,0x90,0x0
ovl_En_Nwc,0x980,0x60,0x50,0xA0,0x0
ovl_En_Ny,0x1760,0xD0,0x110,0x1B0,0x0
ovl_En_OE2,0x60,0x20,0x0,0x40,0x0
ovl_En_Okarina_Effect,0x470,0x20,0xB0,0x80,0x0
ovl_En_Okarina_Tag,0xCB0,0x930,0x230,0x130,0x0
ovl_En_Okuta,0x21A0,0xD0,0xC0,0x310,0x0
ovl_En_Ossan,0x5C00,0x650,0x730,0x900,0x0
ovl_En_Owl,0x36B0,0x80,0x220,0x560,0x0
ovl_En_Part,0x13C0,0x80,0xE0,0x1B0,0x0
ovl_En_Peehat,0x3280,0x170,0x100,0x320,0x0
ovl_En_Po_Desert,0xCD0,0x70,0x50,0xC0,0x0
ovl_En_Po_Field,0x3560,0x100,0x150,0x400,0x90
ovl_En_Po_Relay,0x14F0,0x130,0xB0,0x180,0x0
ovl_En_Po_Sisters,0x4760,0x120,0xC0,0x480,0x0
ovl_En_Poh,0x3D00,0x130,0x100,0x440,0x0
ovl_En_Pu_box,0x2F0,0x20,0x0,0x30,0x0
ovl_En_Rd,0x24A0,0xD0,0xC0,0x2A0,0x0
ovl_En_Reeba,0x1890,0x90,0x100,0x240,0x0
ovl_En_River_Sound,0x8A0,0x60,0x10,0x70,0x0
ovl_En_Rl,0xEF0,0x60,0xE0,0x160,0x0
ovl_En_Rr,0x21E0,0x100,0x220,0x2D0,0x0
ovl_En_Ru1,0x5BF0,0x1230,0x260,0x8C0,0x0
ovl_En_Ru2,0x1B90,0x1060,0x150,0x2D0,0x0
ovl_En_Sa,0x1CE0,0x250,0x90,0x2D0,0x0
ovl_En_Sb,0x11C0,0xB0,0xA0,0x170,0x0
ovl_En_Scene_Change,0x110,0x20,0x30,0x50,0x0
ovl_En_Sda,0x1290,0x380,0xE0,0x150,0xC0
ovl_En_Shopnuts,0xDA0,0x60,0x50,0x120,0x0
ovl_En_Si,0x420,0x60,0x0,0x70,0x0
ovl_En_Siofuki,0xC70,0x30,0x60,0x120,0x0
ovl_En_Skb,0x1680,0xC0,0x50,0x180,0x0
ovl_En_Skj,0x3390,0x190,0x140,0x590,0x10
ovl_En_Skjneedle,0x2B0,0x60,0x50,0x60,0x0
ovl_En_Ssh,0x2150,0x210,0x40,0x280,0x0
ovl_En_St,0x26B0,0x2C0,0x40,0x300,0x0
