80000400,entrypoint
800228B4,func_8002F2F4
800228F4,func_8002F334
80022928,func_8002F368
80022938,Actor_GetScreenPos
800229D4,Actor_HasParent
800229F8,Actor_OfferGetItem
80022B18,Actor_OfferGetItemNearby
80022B44,Actor_OfferCarry
80022B64,Actor_HasNoParent
80022B88,func_8002F5C4
80022BB8,Actor_SetClosestSecretDistance
80022BE0,Actor_IsMounted
80022C04,Actor_SetRideActor
80022C3C,Actor_NotMounted
80022C60,func_8002F698
80022CA0,func_8002F6D4
80022CE8,func_8002F71C
80022D24,func_8002F758
80022D6C,func_8002F7A0
80022DA8,Player_PlaySfx
80022DF4,Actor_PlaySfx
80022E20,func_8002F850
80022EC4,func_8002F8F0
80022EF8,func_8002F91C
80022F2C,func_8002F948
80022F60,func_8002F974
80022F88,func_8002F994
80022FE0,func_8002F9EC
80023058,func_8002FA60
800231A8,Actor_DrawFaroresWindPointer
80023A20,func_80030488
80023A48,Actor_DisableLens
80023A74,Actor_InitContext
80023BC8,Actor_UpdateAll
80024064,Actor_FaultPrint
800240D8,Actor_Draw
80024398,func_80030ED8
80024468,Actor_DrawLensOverlay
800245D8,Actor_DrawLensActors
8002480C,func_800314B0
80024830,func_800314D4
80024908,func_800315AC
80024B20,Actor_KillAllWithMissingObject
80024BBC,Actor_FreezeAllEnemies
80024C0C,func_80031B14
80024D34,func_80031C3C
80024DEC,Actor_AddToCategory
80024E34,Actor_RemoveFromCategory
80024F00,Actor_FreeOverlay
80024F64,Actor_Spawn
80025244,Actor_SpawnAsChilld
800252DC,Actor_SpawnTransitionActors
80025418,Actor_SpawnEntry
8002549C,Actor_Delete
800255A0,func_80032880
800255F4,func_800328D4
80025810,func_80032AF0
80025960,Actor_Find
800259A0,Enemy_StartFinishingBlow
800259D8,func_80032CB4
80025A8C,func_80032D60
80025B58,BodyBreak_Alloc
80025C50,BodyBreak_SetInfo
80025D58,BodyBreak_SpawnParts
80025F3C,Actor_SpawnFloorDustRing
8002615C,func_80033480
8002631C,Actor_GetCollidedExplosive
80026360,func_80033684
80026428,Actor_ChangeCategory
80026468,Actor_GetProjectileActor
80026628,Actor_SetTextWithPrefix
800266A4,Actor_TestFloorInDirection
80026770,Actor_IsTargeted
800267A4,Actor_OtherIsTargeted
800267D8,func_80033AEC
80026924,func_80033C30
80026A74,Actor_RequestQuake
80026ADC,Actor_RequestQuakeWithSpeed
80026B4C,Actor_RequestQuakeAndRumble
80026BBC,Rand_ZeroFloat
80026BE8,Rand_CenteredFloat
80026C20,Actor_DrawDoorLock
80026EC4,func_8003424C
80026EE4,Actor_SetColorFilter
80026F68,func_800342EC
80026FDC,func_8003435C
80027050,Npc_UpdateTalking
80027140,Npc_TrackPointWithLimits
80027474,Npc_GetTrackingPresetMaxPlayerYaw
800274A0,Npc_UpdateAutoTurn
800276A8,Npc_TrackPoint
800277C0,func_80034B28
800277E4,func_80034B54
80027824,func_80034BA0
8002791C,func_80034CC4
80027A00,func_80034DD4
80027AF0,Animation_ChangeByInfo
80027B88,func_80034F54
80027D4C,Actor_Noop
80027D5C,func_80035124
80027EA0,Gfx_DrawDListOpa
80027F24,Gfx_DrawDListXlu
80027FA8,func_800353E8
80027FB8,Actor_FindNearby
8002807C,func_800354B4
80028124,func_8003555C
80028180,func_800355B8
800281AC,func_800355E4
800281F0,Actor_ApplyDamage
8002821C,Actor_SetDropFlag
80028308,Actor_SetDropFlagJntSph
80028410,func_80035844
800284A4,func_800358DC
80028580,func_800359B8
800286E4,func_80035B18
80028714,Flags_GetEventChkInf
80028740,Flags_SetEventChkInf
80028774,Flags_GetInfTable
800287A0,Flags_SetInfTable
800287D4,func_80035BFC
80029A28,func_80036E50
8002A0B8,func_800374E0
8002A80C,func_80037C30
8002A83C,func_80037C5C
8002A878,func_80037C94
8002A89C,func_80037CB8
8002A980,func_80037D98
8002AB18,Actor_TrackNone
8002ABB4,Actor_TrackPoint
8002AD48,Actor_TrackPlayerSetFocusHeight
8002AE84,Actor_TrackPlayer
8002AFC0,ActorOverlayTable_LogPrint
8002AFC8,ActorOverlayTable_FaultPrint
8002B0A0,ActorOverlayTable_Init
8002B0E0,ActorOverlayTable_Cleanup
8002B110,SSNode_SetValue
8002B12C,SSList_SetNull
8002B13C,SSNodeList_SetSSListHead
8002B194,DynaSSNodeList_SetSSListHead
8002B1EC,DynaSSNodeList_Initialize
8002B200,DynaSSNodeList_Alloc
8002B250,DynaSSNodeList_ResetCount
8002B25C,DynaSSNodeList_GetNextNodeIdx
8002B28C,BgCheck_Vec3sToVec3f
8002B2D0,BgCheck_Vec3fToVec3s
8002B314,CollisionPoly_GetMinY
8002B3C0,CollisionPoly_GetNormalF
8002B418,func_80038A28
8002B56C,CollisionPoly_GetPointDistanceFromPlane
8002B5D4,CollisionPoly_GetVertices
8002B674,CollisionPoly_GetVerticesByBgId
8002B6F4,CollisionPoly_CheckYIntersectApprox1
8002B828,CollisionPoly_CheckYIntersect
8002B8D4,CollisionPoly_CheckYIntersectApprox2
8002B914,CollisionPoly_CheckXIntersectApprox
8002B9B8,CollisionPoly_CheckZIntersectApprox
8002BA5C,CollisionPoly_LineVsPoly
8002BD3C,CollisionPoly_SphVsPoly
8002BE0C,StaticLookup_AddPolyToSSList
8002C02C,StaticLookup_AddPoly
8002C0C0,BgCheck_RaycastDownStaticList
8002C2FC,BgCheck_RaycastDownStatic
8002C414,BgCheck_ComputeWallDisplacement
8002C4C4,BgCheck_SphVsStaticWall
8002CD58,BgCheck_CheckStaticCeiling
8002CF30,BgCheck_CheckLineAgainstSSList
8002D154,BgCheck_CheckLineInSubdivision
8002D2E0,BgCheck_SphVsFirstStaticPolyList
8002D4B0,BgCheck_SphVsFirstStaticPoly
8002D5E8,BgCheck_GetNearestStaticLookup
8002D69C,BgCheck_GetStaticLookup
8002D768,BgCheck_GetStaticLookupIndicesFromPos
8002D848,BgCheck_GetSubdivisionMinBounds
8002D9EC,BgCheck_GetSubdivisionMaxBounds
8002DBB8,BgCheck_GetPolySubdivisionBounds
8002DD68,BgCheck_PolyIntersectsSubdivision
8002E4BC,BgCheck_InitializeStaticLookup
8002E8BC,BgCheck_IsSpotScene
8002E900,BgCheck_TryGetCustomMemsize
8002E998,BgCheck_SetSubdivisionDimension
8002EA20,BgCheck_Allocate
8002EE04,BgCheck_GetCollisionHeader
8002EE6C,BgCheck_PosInStaticBoundingBox
8002EF28,BgCheck_RaycastDownImpl
8002F0F8,BgCheck_CameraRaycastDown1
8002F154,BgCheck_EntityRaycastDown1
8002F1B0,BgCheck_EntityRaycastDown2
8002F204,BgCheck_EntityRaycastDown3
8002F268,BgCheck_EntityRaycastDown4
8002F2D0,BgCheck_EntityRaycastDown5
8002F328,BgCheck_EntityRaycastDown6
8002F38C,BgCheck_EntityRaycastDown7
8002F3F4,BgCheck_AnyRaycastDown1
8002F4A8,BgCheck_AnyRaycastDown2
8002F560,BgCheck_CameraRaycastDown2
8002F5C4,BgCheck_EntityRaycastDownWalls
8002F62C,BgCheck_EntityRaycastDown9
8002F690,BgCheck_CheckWallImpl
8002FCCC,BgCheck_EntitySphVsWall1
8002FD30,BgCheck_EntitySphVsWall2
8002FD94,BgCheck_EntitySphVsWall3
8002FDFC,BgCheck_EntitySphVsWall4
8002FE68,BgCheck_CheckCeilingImpl
8002FF88,BgCheck_AnyCheckCeiling
8002FFD4,BgCheck_EntityCheckCeiling
80030024,BgCheck_CheckLineImpl
80030504,BgCheck_GetBccFlags
8003054C,BgCheck_CameraLineTest1
800305D8,BgCheck_CameraLineTest2
80030664,BgCheck_EntityLineTest1
800306F0,BgCheck_EntityLineTest2
80030780,BgCheck_EntityLineTest3
8003080C,BgCheck_ProjectileLineTest
80030898,BgCheck_AnyLineTest1
800308DC,BgCheck_AnyLineTest2
80030968,BgCheck_AnyLineTest3
800309F4,BgCheck_SphVsFirstPolyImpl
80030AB8,BgCheck_SphVsFirstPoly
80030AFC,BgCheck_SphVsFirstWall
80030B44,SSNodeList_Initialize
80030B5C,SSNodeList_Alloc
80030BCC,SSNodeList_GetNextNode
80030C08,SSNodeList_GetNextNodeIdx
80030C1C,ScaleRotPos_Initialize
80030C5C,ScaleRotPos_SetValue
80030CAC,ScaleRotPos_Equals
80030D80,DynaLookup_ResetLists
80030DC0,DynaLookup_Reset
80030DE0,DynaLookup_ResetVtxStartIndex
80030DEC,BgActor_Initialize
80030E4C,BgActor_SetActor
80030F04,BgActor_IsTransformUnchanged
80030F2C,DynaPoly_NullPolyList
80030F38,DynaPoly_AllocPolyList
80030F74,DynaPoly_NullVtxList
80030F80,DynaPoly_AllocVtxList
80030FC8,DynaPoly_SetBgActorPrevTransform
80031014,DynaPoly_IsBgIdBgActor
80031034,DynaPoly_Init
80031080,DynaPoly_Alloc
80031154,DynaPoly_SetBgActor
80031214,DynaPoly_GetActor
80031288,DynaPoly_DisableCollision
800312E0,DynaPoly_EnableCollision
80031338,DynaPoly_DisableCeilingCollision
80031390,DynaPoly_EnableCeilingCollision
800313E8,DynaPoly_DeleteBgActor
80031470,DynaPoly_InvalidateLookup
80031488,DynaPoly_AddBgActorToLookup
80031DD4,DynaPoly_UnsetAllInteractFlags
80031E6C,DynaPoly_UpdateContext
80031FD8,DynaPoly_UpdateBgActorTransforms
80032068,BgCheck_RaycastDownDynaList
80032250,BgCheck_RaycastDownDyna
800326F8,BgCheck_SphVsDynaWallInBgActor
80032DBC,BgCheck_SphVsDynaWall
80032FF8,BgCheck_CheckDynaCeilingList
80033254,BgCheck_CheckDynaCeiling
800333B8,BgCheck_CheckLineAgainstBgActorSSList
8003353C,BgCheck_CheckLineAgainstBgActor
80033658,BgCheck_CheckLineAgainstDyna
80033810,BgCheck_SphVsFirstDynaPolyList
80033928,BgCheck_SphVsFirstDynaPolyInBgActor
80033A68,BgCheck_SphVsFirstDynaPoly
80033BC0,CollisionHeader_SegmentedToVirtual
80033CA4,CollisionHeader_GetVirtual
80033CF8,func_800418D0
80033DA0,BgCheck_ResetPolyCheckTbl
80033DD8,SurfaceType_GetData
80033E50,SurfaceType_GetBgCamIndex
80033E74,BgCheck_GetBgCamSettingImpl
80033EBC,BgCheck_GetBgCamSetting
80033F50,BgCheck_GetBgCamCountImpl
80033FAC,BgCheck_GetBgCamCount
80034040,BgCheck_GetBgCamFuncDataImpl
800340C8,BgCheck_GetBgCamFuncData
8003415C,SurfaceType_GetExitIndex
80034184,SurfaceType_GetFloorType
800341AC,func_80041D70
800341D4,SurfaceType_GetWallType
800341FC,SurfaceType_GetWallFlags
8003422C,SurfaceType_CheckWallFlag0
80034260,SurfaceType_CheckWallFlag1
80034294,SurfaceType_CheckWallFlag2
800342C8,SurfaceType_GetFloorProperty2
800342F0,SurfaceType_GetFloorProperty
80034318,SurfaceType_IsSoft
80034340,SurfaceType_IsHorseBlocked
80034368,SurfaceType_GetMaterial
8003438C,SurfaceType_GetSfxOffset
800343D4,SurfaceType_GetFloorEffect
800343FC,SurfaceType_GetLightSetting
80034424,SurfaceType_GetEcho
8003444C,SurfaceType_CanHookshot
80034474,SurfaceType_IsIgnoredByEntities
800344B0,SurfaceType_IsIgnoredByProjectiles
800344EC,SurfaceType_IsFloorConveyor
80034528,SurfaceType_GetConveyorSpeed
80034550,SurfaceType_GetConveyorDirection
80034578,func_80042108
800345AC,WaterBox_GetSurface1
800346B8,WaterBox_GetSurfaceImpl
80034810,WaterBox_GetSurface2
800349AC,WaterBox_GetBgCamIndex
800349C0,WaterBox_GetBgCamSetting
80034A18,WaterBox_GetLightIndex
80034A30,func_800425B0
80034B88,func_80042708
80034C38,func_800427B4
80034CF0,DynaPolyActor_UpdateCarriedActorPos
80034E2C,DynaPolyActor_UpdateCarriedActorRotY
80034EC0,func_80043334
80034F30,DynaPolyActor_TransformCarriedActor
80035010,DynaPolyActor_Init
80035034,DynaPolyActor_UnsetAllInteractFlags
80035040,DynaPolyActor_SetActorOnTop
80035054,DynaPolyActor_SetPlayerOnTop
80035068,DynaPoly_SetPlayerOnTop
80035098,DynaPolyActor_SetPlayerAbove
800350AC,DynaPoly_SetPlayerAbove
800350DC,func_80043538
800350F0,DynaPolyActor_IsActorOnTop
80035114,DynaPolyActor_IsPlayerOnTop
80035138,DynaPolyActor_IsPlayerAbove
8003515C,func_800435B4
80035180,func_800435D8
800353A0,Camera_InterpolateCurve
8003544C,Camera_LERPCeilF
80035490,Camera_LERPFloorF
800354D4,Camera_LERPCeilS
80035568,Camera_LERPFloorS
800355FC,Camera_LERPCeilVec3f
80035680,func_80043ABC
800356C0,func_80043B60
800356F0,Camera_Vec3sToVec3f
80035758,Camera_AddVecGeoToVec3f
800357D8,Camera_Vec3fTranslateByUnitVector
80035844,Camera_BGCheckInfo
80035A6C,Camera_BGCheck
80035AC8,func_80043F94
80035E80,func_80044340
80035EDC,Camera_CheckOOB
80035F78,Camera_GetFloorYNorm
8003605C,Camera_GetFloorY
800360B8,Camera_GetFloorYLayer
8003627C,Camera_GetBgCamSetting
800362B0,Camera_GetBgCamFuncData
800362E0,Camera_GetBgCamIndex
80036360,Camera_GetBgCamFuncDataUnderPlayer
80036410,Camera_GetWaterBoxBgCamIndex
800364F0,Camera_GetWaterSurface
800365B8,Camera_XZAngle
80036620,Camera_GetPitchAdjFromFloorHeightDiffs
8003694C,Camera_CalcUpFromPitchYawRoll
80036B88,Camera_ClampLERPScale
80036BE0,Camera_CopyDataToRegs
80036BF0,Camera_UpdateInterface
80036CFC,Camera_BGCheckCorner
80036D64,func_80045508
80036F74,Camera_CalcSlopeYAdj
80037008,Camera_CalcAtDefault
80037120,func_800458D4
800372D8,func_80045B08
80037438,Camera_CalcAtForParallel
8003779C,Camera_CalcAtForLockOn
80037C54,Camera_CalcAtForHorse
80037E10,Camera_LERPClampDist
80037EC8,Camera_ClampDist
80037FDC,Camera_CalcDefaultPitch
8003813C,Camera_CalcDefaultYaw
80038290,func_80046E20
800387B4,Camera_Noop
800387C4,Camera_Normal1
8003921C,Camera_Normal2
800399AC,Camera_Normal3
8003A054,Camera_Normal4
8003A074,Camera_Normal0
8003A094,Camera_Parallel1
8003A920,Camera_Parallel2
8003A940,Camera_Parallel3
8003A9A4,Camera_Parallel4
8003A9C4,Camera_Parallel0
8003A9E4,Camera_Jump1
8003B024,Camera_Jump2
8003B910,Camera_Jump3
8003C07C,Camera_Jump4
8003C09C,Camera_Jump0
8003C0BC,Camera_Battle1
8003CDF8,Camera_Battle2
8003CE18,Camera_Battle3
