80000400,entrypoint
80022A34,func_8002F298
80022A68,func_8002F2CC
80022A90,func_8002F2F4
80022AD0,func_8002F334
80022B04,func_8002F368
80022B14,Actor_GetScreenPos
80022BB0,Actor_HasParent
80022BD4,Actor_OfferGetItem
80022CF4,Actor_OfferGetItemNearby
80022D20,Actor_OfferCarry
80022D40,Actor_HasNoParent
80022D64,func_8002F5C4
80022D94,Actor_SetClosestSecretDistance
80022DBC,Actor_IsMounted
80022DE0,Actor_SetRideActor
80022E18,Actor_NotMounted
80022E3C,func_8002F698
80022E7C,func_8002F6D4
80022EC4,func_8002F71C
80022F00,func_8002F758
80022F48,func_8002F7A0
80022F84,Player_PlaySfx
80022FD0,Actor_PlaySfx
80022FFC,func_8002F850
800230A0,func_8002F8F0
800230D4,func_8002F91C
80023108,func_8002F948
8002313C,func_8002F974
80023164,func_8002F994
800231BC,func_8002F9EC
80023234,func_8002FA60
80023384,Actor_DrawFaroresWindPointer
80023BC8,func_80030488
80023BF0,Actor_DisableLens
80023C1C,Actor_InitContext
80023D70,Actor_UpdateAll
800241E4,Actor_FaultPrint
80024258,Actor_Draw
80024518,func_80030ED8
800245E8,Actor_DrawLensOverlay
8002475C,Actor_DrawLensActors
80024990,func_800314B0
800249B4,func_800314D4
80024A8C,func_800315AC
80024CA4,Actor_KillAllWithMissingObject
80024D40,Actor_FreezeAllEnemies
80024D90,func_80031B14
80024EB8,func_80031C3C
80024F70,Actor_AddToCategory
80024FB8,Actor_RemoveFromCategory
80025084,Actor_FreeOverlay
800250E8,Actor_Spawn
800253C8,Actor_SpawnAsChilld
80025460,Actor_SpawnTransitionActors
8002559C,Actor_SpawnEntry
80025620,Actor_Delete
80025724,func_80032880
80025778,func_800328D4
80025994,func_80032AF0
80025AE4,Actor_Find
80025B24,Enemy_StartFinishingBlow
80025B5C,func_80032CB4
80025C10,func_80032D60
80025CDC,BodyBreak_Alloc
80025DD4,BodyBreak_SetInfo
80025EDC,BodyBreak_SpawnParts
800260C0,Actor_SpawnFloorDustRing
800262E0,func_80033480
800264A0,Actor_GetCollidedExplosive
800264E4,func_80033684
800265AC,Actor_ChangeCategory
800265EC,Actor_GetProjectileActor
800267AC,Actor_SetTextWithPrefix
80026828,Actor_TestFloorInDirection
800268F4,Actor_IsTargeted
80026928,Actor_OtherIsTargeted
8002695C,func_80033AEC
80026AA8,func_80033C30
80026BF4,Actor_RequestQuake
80026C5C,Actor_RequestQuakeWithSpeed
80026CCC,Actor_RequestQuakeAndRumble
80026D3C,Rand_ZeroFloat
80026D68,Rand_CenteredFloat
80026DA0,Actor_DrawDoorLock
80027048,func_8003424C
80027068,Actor_SetColorFilter
800270EC,func_800342EC
80027160,func_8003435C
800271D4,Npc_UpdateTalking
800272C4,Npc_TrackPointWithLimits
800275F8,Npc_GetTrackingPresetMaxPlayerYaw
80027624,Npc_UpdateAutoTurn
8002782C,Npc_TrackPoint
80027944,func_80034B28
80027968,func_80034B54
800279A4,func_80034BA0
80027A9C,func_80034CC4
80027B80,func_80034DD4
80027C70,Animation_ChangeByInfo
80027D08,func_80034F54
80027ECC,Actor_Noop
80027EDC,func_80035124
80028020,Gfx_DrawDListOpa
800280A0,Gfx_DrawDListXlu
80028120,func_800353E8
80028130,Actor_FindNearby
800281F4,func_800354B4
8002829C,func_8003555C
800282F8,func_800355B8
80028324,func_800355E4
80028368,Actor_ApplyDamage
80028394,Actor_SetDropFlag
80028480,Actor_SetDropFlagJntSph
80028588,func_80035844
8002861C,func_800358DC
800286F8,func_800359B8
8002885C,func_80035B18
8002888C,Flags_GetEventChkInf
800288B8,Flags_SetEventChkInf
800288EC,Flags_GetInfTable
80028918,Flags_SetInfTable
8002894C,func_80035BFC
80029BA0,func_80036E50
8002A230,func_800374E0
8002A984,func_80037C30
8002A9B4,func_80037C5C
8002A9F0,func_80037C94
8002AA14,func_80037CB8
8002AAF8,func_80037D98
8002AC94,Actor_TrackNone
8002AD30,Actor_TrackPoint
8002AEC4,Actor_TrackPlayerSetFocusHeight
8002B000,Actor_TrackPlayer
8002B130,ActorOverlayTable_LogPrint
8002B138,ActorOverlayTable_FaultPrint
8002B2BC,ActorOverlayTable_Init
8002B2FC,ActorOverlayTable_Cleanup
8002B330,SSNode_SetValue
8002B34C,SSList_SetNull
8002B35C,SSNodeList_SetSSListHead
8002B3B4,DynaSSNodeList_SetSSListHead
8002B40C,DynaSSNodeList_Initialize
8002B420,DynaSSNodeList_Alloc
8002B470,DynaSSNodeList_ResetCount
8002B47C,DynaSSNodeList_GetNextNodeIdx
8002B4AC,BgCheck_Vec3sToVec3f
8002B4F0,BgCheck_Vec3fToVec3s
8002B534,CollisionPoly_GetMinY
8002B5E0,CollisionPoly_GetNormalF
8002B638,func_80038A28
8002B78C,CollisionPoly_GetPointDistanceFromPlane
8002B7F4,CollisionPoly_GetVertices
8002B894,CollisionPoly_GetVerticesByBgId
8002B914,CollisionPoly_CheckYIntersectApprox1
8002BA48,CollisionPoly_CheckYIntersect
8002BAF4,CollisionPoly_CheckYIntersectApprox2
8002BB34,CollisionPoly_CheckXIntersectApprox
8002BBD8,CollisionPoly_CheckZIntersectApprox
8002BC7C,CollisionPoly_LineVsPoly
8002BF5C,CollisionPoly_SphVsPoly
8002C02C,StaticLookup_AddPolyToSSList
8002C24C,StaticLookup_AddPoly
8002C2E0,BgCheck_RaycastDownStaticList
8002C51C,BgCheck_RaycastDownStatic
8002C634,BgCheck_ComputeWallDisplacement
8002C6E4,BgCheck_SphVsStaticWall
8002CF78,BgCheck_CheckStaticCeiling
8002D150,BgCheck_CheckLineAgainstSSList
8002D374,BgCheck_CheckLineInSubdivision
8002D500,BgCheck_SphVsFirstStaticPolyList
8002D6D0,BgCheck_SphVsFirstStaticPoly
8002D808,BgCheck_GetNearestStaticLookup
8002D8BC,BgCheck_GetStaticLookup
8002D988,BgCheck_GetStaticLookupIndicesFromPos
8002DA68,BgCheck_GetSubdivisionMinBounds
8002DC0C,BgCheck_GetSubdivisionMaxBounds
8002DDD8,BgCheck_GetPolySubdivisionBounds
8002DF88,BgCheck_PolyIntersectsSubdivision
8002E6DC,BgCheck_InitializeStaticLookup
8002EADC,BgCheck_IsSpotScene
8002EB20,BgCheck_TryGetCustomMemsize
8002EBB8,BgCheck_SetSubdivisionDimension
8002EC40,BgCheck_Allocate
8002F024,BgCheck_GetCollisionHeader
8002F08C,BgCheck_PosInStaticBoundingBox
8002F148,BgCheck_RaycastDownImpl
8002F318,BgCheck_CameraRaycastDown1
8002F374,BgCheck_EntityRaycastDown1
8002F3D0,BgCheck_EntityRaycastDown2
8002F424,BgCheck_EntityRaycastDown3
8002F488,BgCheck_EntityRaycastDown4
8002F4F0,BgCheck_EntityRaycastDown5
8002F548,BgCheck_EntityRaycastDown6
8002F5AC,BgCheck_EntityRaycastDown7
8002F614,BgCheck_AnyRaycastDown1
8002F6C8,BgCheck_AnyRaycastDown2
8002F780,BgCheck_CameraRaycastDown2
8002F7E4,BgCheck_EntityRaycastDownWalls
8002F84C,BgCheck_EntityRaycastDown9
8002F8B0,BgCheck_CheckWallImpl
8002FEEC,BgCheck_EntitySphVsWall1
8002FF50,BgCheck_EntitySphVsWall2
8002FFB4,BgCheck_EntitySphVsWall3
8003001C,BgCheck_EntitySphVsWall4
80030088,BgCheck_CheckCeilingImpl
800301A8,BgCheck_AnyCheckCeiling
800301F4,BgCheck_EntityCheckCeiling
80030244,BgCheck_CheckLineImpl
80030724,BgCheck_GetBccFlags
8003076C,BgCheck_CameraLineTest1
800307F8,BgCheck_CameraLineTest2
80030884,BgCheck_EntityLineTest1
80030910,BgCheck_EntityLineTest2
800309A0,BgCheck_EntityLineTest3
80030A2C,BgCheck_ProjectileLineTest
80030AB8,BgCheck_AnyLineTest1
80030AFC,BgCheck_AnyLineTest2
80030B88,BgCheck_AnyLineTest3
80030C14,BgCheck_SphVsFirstPolyImpl
80030CD8,BgCheck_SphVsFirstPoly
80030D1C,BgCheck_SphVsFirstWall
80030D64,SSNodeList_Initialize
80030D7C,SSNodeList_Alloc
80030DEC,SSNodeList_GetNextNode
80030E28,SSNodeList_GetNextNodeIdx
80030E3C,ScaleRotPos_Initialize
80030E7C,ScaleRotPos_SetValue
80030ECC,ScaleRotPos_Equals
80030FA0,DynaLookup_ResetLists
80030FE0,DynaLookup_Reset
80031000,DynaLookup_ResetVtxStartIndex
8003100C,BgActor_Initialize
8003106C,BgActor_SetActor
80031124,BgActor_IsTransformUnchanged
8003114C,DynaPoly_NullPolyList
80031158,DynaPoly_AllocPolyList
80031194,DynaPoly_NullVtxList
800311A0,DynaPoly_AllocVtxList
800311E8,DynaPoly_SetBgActorPrevTransform
80031234,DynaPoly_IsBgIdBgActor
80031254,DynaPoly_Init
800312A0,DynaPoly_Alloc
80031374,DynaPoly_SetBgActor
80031434,DynaPoly_GetActor
800314A8,DynaPoly_DisableCollision
80031500,DynaPoly_EnableCollision
80031558,DynaPoly_DisableCeilingCollision
800315B0,DynaPoly_EnableCeilingCollision
80031608,DynaPoly_DeleteBgActor
80031690,DynaPoly_InvalidateLookup
800316A8,DynaPoly_AddBgActorToLookup
80031FF4,DynaPoly_UnsetAllInteractFlags
8003208C,DynaPoly_UpdateContext
800321F8,DynaPoly_UpdateBgActorTransforms
80032288,BgCheck_RaycastDownDynaList
80032470,BgCheck_RaycastDownDyna
80032918,BgCheck_SphVsDynaWallInBgActor
80032FDC,BgCheck_SphVsDynaWall
80033218,BgCheck_CheckDynaCeilingList
80033474,BgCheck_CheckDynaCeiling
800335D8,BgCheck_CheckLineAgainstBgActorSSList
8003375C,BgCheck_CheckLineAgainstBgActor
80033878,BgCheck_CheckLineAgainstDyna
80033A30,BgCheck_SphVsFirstDynaPolyList
80033B48,BgCheck_SphVsFirstDynaPolyInBgActor
80033C88,BgCheck_SphVsFirstDynaPoly
80033DE0,CollisionHeader_SegmentedToVirtual
80033EC4,CollisionHeader_GetVirtual
80033F18,func_800418D0
80033FC0,BgCheck_ResetPolyCheckTbl
80033FF8,SurfaceType_GetData
80034070,SurfaceType_GetBgCamIndex
80034094,BgCheck_GetBgCamSettingImpl
800340DC,BgCheck_GetBgCamSetting
80034170,BgCheck_GetBgCamCountImpl
800341CC,BgCheck_GetBgCamCount
80034260,BgCheck_GetBgCamFuncDataImpl
800342E8,BgCheck_GetBgCamFuncData
8003437C,SurfaceType_GetExitIndex
800343A4,SurfaceType_GetFloorType
800343CC,func_80041D70
800343F4,SurfaceType_GetWallType
8003441C,SurfaceType_GetWallFlags
8003444C,SurfaceType_CheckWallFlag0
80034480,SurfaceType_CheckWallFlag1
800344B4,SurfaceType_CheckWallFlag2
800344E8,SurfaceType_GetFloorProperty2
80034510,SurfaceType_GetFloorProperty
80034538,SurfaceType_IsSoft
80034560,SurfaceType_IsHorseBlocked
80034588,SurfaceType_GetMaterial
800345AC,SurfaceType_GetSfxOffset
800345F4,SurfaceType_GetFloorEffect
8003461C,SurfaceType_GetLightSetting
80034644,SurfaceType_GetEcho
8003466C,SurfaceType_CanHookshot
80034694,SurfaceType_IsIgnoredByEntities
800346D0,SurfaceType_IsIgnoredByProjectiles
8003470C,SurfaceType_IsFloorConveyor
80034748,SurfaceType_GetConveyorSpeed
80034770,SurfaceType_GetConveyorDirection
80034798,func_80042108
800347CC,WaterBox_GetSurface1
800348D8,WaterBox_GetSurfaceImpl
80034A30,WaterBox_GetSurface2
80034BCC,WaterBox_GetBgCamIndex
80034BE0,WaterBox_GetBgCamSetting
80034C38,WaterBox_GetLightIndex
80034C50,func_800425B0
80034DA8,func_80042708
80034E58,func_800427B4
80034F10,DynaPolyActor_UpdateCarriedActorPos
8003504C,DynaPolyActor_UpdateCarriedActorRotY
800350E0,func_80043334
80035150,DynaPolyActor_TransformCarriedActor
80035230,DynaPolyActor_Init
80035254,DynaPolyActor_UnsetAllInteractFlags
80035260,DynaPolyActor_SetActorOnTop
80035274,DynaPolyActor_SetPlayerOnTop
80035288,DynaPoly_SetPlayerOnTop
800352B8,DynaPolyActor_SetPlayerAbove
800352CC,DynaPoly_SetPlayerAbove
800352FC,func_80043538
80035310,DynaPolyActor_IsActorOnTop
80035334,DynaPolyActor_IsPlayerOnTop
80035358,DynaPolyActor_IsPlayerAbove
8003537C,func_800435B4
800353A0,func_800435D8
800355C0,Camera_InterpolateCurve
8003566C,Camera_LERPCeilF
800356B0,Camera_LERPFloorF
800356F4,Camera_LERPCeilS
80035788,Camera_LERPFloorS
8003581C,Camera_LERPCeilVec3f
800358A0,func_80043ABC
800358E0,func_80043B60
80035910,Camera_Vec3sToVec3f
80035978,Camera_AddVecGeoToVec3f
800359F8,Camera_Vec3fTranslateByUnitVector
80035A64,Camera_BGCheckInfo
80035C8C,Camera_BGCheck
80035CE8,func_80043F94
800360A0,func_80044340
800360FC,Camera_CheckOOB
80036198,Camera_GetFloorYNorm
8003627C,Camera_GetFloorY
800362D8,Camera_GetFloorYLayer
8003649C,Camera_GetBgCamSetting
800364D0,Camera_GetBgCamFuncData
80036500,Camera_GetBgCamIndex
80036580,Camera_GetBgCamFuncDataUnderPlayer
80036630,Camera_GetWaterBoxBgCamIndex
80036710,Camera_GetWaterSurface
800367D8,Camera_XZAngle
80036840,Camera_GetPitchAdjFromFloorHeightDiffs
80036B6C,Camera_CalcUpFromPitchYawRoll
80036DA8,Camera_ClampLERPScale
80036E00,Camera_CopyDataToRegs
80036E10,Camera_UpdateInterface
80036F1C,Camera_BGCheckCorner
80036F84,func_80045508
80037194,Camera_CalcSlopeYAdj
80037228,Camera_CalcAtDefault
80037340,func_800458D4
800374F8,func_80045B08
80037658,Camera_CalcAtForParallel
800379BC,Camera_CalcAtForLockOn
80037E74,Camera_CalcAtForHorse
80038030,Camera_LERPClampDist
800380E8,Camera_ClampDist
800381FC,Camera_CalcDefaultPitch
8003835C,Camera_CalcDefaultYaw
800384B0,func_80046E20
800389D4,Camera_Noop
800389E4,Camera_Normal1
8003943C,Camera_Normal2
80039BCC,Camera_Normal3
8003A274,Camera_Normal4
8003A294,Camera_Normal0
8003A2B4,Camera_Parallel1
8003AB40,Camera_Parallel2
8003AB60,Camera_Parallel3
8003ABC4,Camera_Parallel4
8003ABE4,Camera_Parallel0
8003AC04,Camera_Jump1
8003B244,Camera_Jump2
8003BB30,Camera_Jump3
8003C29C,Camera_Jump4
8003C2BC,Camera_Jump0
8003C2DC,Camera_Battle1
8003D018,Camera_Battle2
8003D038,Camera_Battle3
